# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168_1
ABC-32-RXN	43.0335673953
ABC-32-RXN|unclassified	43.0335673953
PROTEIN-TYROSINE-PHOSPHATASE-RXN	42.8639594745
PROTEIN-TYROSINE-PHOSPHATASE-RXN|unclassified	42.8639594745
UDP-NACMUR-ALA-LIG-RXN	42.8305133350
UDP-NACMUR-ALA-LIG-RXN|unclassified	42.8305133350
RXN0-302	42.3463838646
RXN0-302|unclassified	42.3463838646
RXN-2043	41.6622211794
RXN-2043|unclassified	41.6622211794
ALANINE--TRNA-LIGASE-RXN	40.8221850722
ALANINE--TRNA-LIGASE-RXN|unclassified	40.8221850722
MALTACETYLTRAN-RXN	40.7587618684
MALTACETYLTRAN-RXN|unclassified	40.7587618684
TRYPSYN-RXN	40.5710614649
TRYPSYN-RXN|unclassified	40.5710614649
6.3.5.7-RXN	40.5058590603
6.3.5.7-RXN|unclassified	40.5058590603
CTPSYN-RXN	40.2847040860
CTPSYN-RXN|unclassified	40.2847040860
3-DEHYDROQUINATE-DEHYDRATASE-RXN	40.0933927256
3-DEHYDROQUINATE-DEHYDRATASE-RXN|unclassified	40.0933927256
CYSTEINE--TRNA-LIGASE-RXN	39.9099046258
CYSTEINE--TRNA-LIGASE-RXN|unclassified	39.9099046258
NACGLCTRANS-RXN	39.7067358020
NACGLCTRANS-RXN|unclassified	39.7067358020
RXN-11029	39.7067358020
RXN-11029|unclassified	39.7067358020
RXN-11346	39.7067358020
RXN-11346|unclassified	39.7067358020
RXN-8976	39.7067358020
RXN-8976|unclassified	39.7067358020
ADENYLOSUCCINATE-SYNTHASE-RXN	39.0946746403
ADENYLOSUCCINATE-SYNTHASE-RXN|unclassified	39.0946746403
GALPMUT-RXN	39.0095950103
GALPMUT-RXN|unclassified	39.0095950103
PGLUCISOM-RXN	38.6099923411
PGLUCISOM-RXN|unclassified	38.6099923411
ACETYLGLUTKIN-RXN	38.5485869965
ACETYLGLUTKIN-RXN|unclassified	38.5485869965
RXN-15005	38.5485869965
RXN-15005|unclassified	38.5485869965
LYSINE--TRNA-LIGASE-RXN	38.5469138771
LYSINE--TRNA-LIGASE-RXN|unclassified	38.5469138771
L-IDITOL-2-DEHYDROGENASE-RXN	37.2522124204
L-IDITOL-2-DEHYDROGENASE-RXN|unclassified	37.2522124204
RXN-7644	37.2522124204
RXN-7644|unclassified	37.2522124204
GLYCINE--TRNA-LIGASE-RXN	37.0193496942
GLYCINE--TRNA-LIGASE-RXN|unclassified	37.0193496942
PROLINE--TRNA-LIGASE-RXN	36.7304317604
PROLINE--TRNA-LIGASE-RXN|unclassified	36.7304317604
GTP-CYCLOHYDRO-I-RXN	36.4880761300
GTP-CYCLOHYDRO-I-RXN|unclassified	36.4880761300
MALTODEXGLUCOSID-RXN	36.4860870041
MALTODEXGLUCOSID-RXN|unclassified	36.4860870041
RXN-14281	36.4860870041
RXN-14281|unclassified	36.4860870041
RXN-14282	36.4860870041
RXN-14282|unclassified	36.4860870041
RXN-14283	36.4860870041
RXN-14283|unclassified	36.4860870041
RXN-15910	36.4860870041
RXN-15910|unclassified	36.4860870041
RXN0-5183	36.4860870041
RXN0-5183|unclassified	36.4860870041
RXN-13997	36.3856786497
RXN-13997|unclassified	36.3856786497
3.6.3.31-RXN	36.3316424492
3.6.3.31-RXN|unclassified	36.3316424492
ABC-24-RXN	36.3316424492
ABC-24-RXN|unclassified	36.3316424492
2.3.1.180-RXN	36.2710932515
2.3.1.180-RXN|unclassified	36.2710932515
2-ISOPROPYLMALATESYN-RXN	35.3783497244
2-ISOPROPYLMALATESYN-RXN|unclassified	35.3783497244
RXN-12588	35.1445465322
RXN-12588|unclassified	35.1445465322
RXN-14385	35.1445465322
RXN-14385|unclassified	35.1445465322
RXN-15881	35.1445465322
RXN-15881|unclassified	35.1445465322
RXN-20037	35.1445465322
RXN-20037|unclassified	35.1445465322
RXN-21560	35.1445465322
RXN-21560|unclassified	35.1445465322
RXN-21566	35.1445465322
RXN-21566|unclassified	35.1445465322
RXN-9787	35.1445465322
RXN-9787|unclassified	35.1445465322
ASPARAGINE--TRNA-LIGASE-RXN	35.0001886248
ASPARAGINE--TRNA-LIGASE-RXN|unclassified	35.0001886248
CYTIDINEKIN-RXN	34.9305469232
CYTIDINEKIN-RXN|unclassified	34.9305469232
URIDINEKIN-RXN	34.9305469232
URIDINEKIN-RXN|unclassified	34.9305469232
URKI-RXN	34.9305469232
URKI-RXN|unclassified	34.9305469232
FRUCTOKINASE-RXN	34.4597959960
FRUCTOKINASE-RXN|unclassified	34.4597959960
RXN-19915	34.4597959960
RXN-19915|unclassified	34.4597959960
PYFLAVOXRE-RXN	34.4039935346
PYFLAVOXRE-RXN|unclassified	34.4039935346
PYRUFLAVREDUCT-RXN	34.4039935346
PYRUFLAVREDUCT-RXN|unclassified	34.4039935346
RXN0-1342	34.3282327615
RXN0-1342|unclassified	34.3282327615
RXN-16820	34.2444956006
RXN-16820|unclassified	34.2444956006
RXN-18693	34.2444956006
RXN-18693|unclassified	34.2444956006
RXN0-2023	34.2444956006
RXN0-2023|unclassified	34.2444956006
AICARTRANSFORM-RXN	34.1995699217
AICARTRANSFORM-RXN|unclassified	34.1995699217
SHIKIMATE-5-DEHYDROGENASE-RXN	34.1615163212
SHIKIMATE-5-DEHYDROGENASE-RXN|unclassified	34.1615163212
DEOXYRIBOSE-P-ALD-RXN	33.8107501865
DEOXYRIBOSE-P-ALD-RXN|unclassified	33.8107501865
RXN-15878	33.7854814756
RXN-15878|unclassified	33.7854814756
THIAZOLSYN2-RXN	33.7838007204
THIAZOLSYN2-RXN|unclassified	33.7838007204
LUMAZINESYN-RXN	33.5965303774
LUMAZINESYN-RXN|unclassified	33.5965303774
PRPPAMIDOTRANS-RXN	33.5729051918
PRPPAMIDOTRANS-RXN|unclassified	33.5729051918
DIHYDROXYISOVALDEHYDRAT-RXN	33.4652608045
DIHYDROXYISOVALDEHYDRAT-RXN|unclassified	33.4652608045
DIHYDROXYMETVALDEHYDRAT-RXN	33.4652608045
DIHYDROXYMETVALDEHYDRAT-RXN|unclassified	33.4652608045
SAICARSYN-RXN	33.3727492175
SAICARSYN-RXN|unclassified	33.3727492175
TRIOSEPISOMERIZATION-RXN	33.1574434652
TRIOSEPISOMERIZATION-RXN|unclassified	33.1574434652
GLUCOSAMINE-6-P-DEAMIN-RXN	33.1435994295
GLUCOSAMINE-6-P-DEAMIN-RXN|unclassified	33.1435994295
URACIL-PRIBOSYLTRANS-RXN	33.0392024000
URACIL-PRIBOSYLTRANS-RXN|unclassified	33.0392024000
3.2.1.52-RXN	33.0263946371
3.2.1.52-RXN|unclassified	33.0263946371
RXN-12625	33.0263946371
RXN-12625|unclassified	33.0263946371
RXN-12626	33.0263946371
RXN-12626|unclassified	33.0263946371
RXN-18082	33.0263946371
RXN-18082|unclassified	33.0263946371
RXN-21432	33.0263946371
RXN-21432|unclassified	33.0263946371
RXN0-5226	33.0263946371
RXN0-5226|unclassified	33.0263946371
GLURS-RXN	32.8669317260
GLURS-RXN|unclassified	32.8669317260
PHOSGLYPHOS-RXN	32.8470379889
PHOSGLYPHOS-RXN|unclassified	32.8470379889
2.1.1.63-RXN	32.8083445044
2.1.1.63-RXN|unclassified	32.8083445044
RXN-17824	32.8083445044
RXN-17824|unclassified	32.8083445044
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	32.7003551329
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN|unclassified	32.7003551329
GALACTUROISOM-RXN	32.6066731456
GALACTUROISOM-RXN|unclassified	32.6066731456
GLUCUROISOM-RXN	32.6066731456
GLUCUROISOM-RXN|unclassified	32.6066731456
RXN0-4522	32.3979007340
RXN0-4522|unclassified	32.3979007340
TRANS-RXN0-202	32.3979007340
TRANS-RXN0-202|unclassified	32.3979007340
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	32.3804552663
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN|unclassified	32.3804552663
GLYCOPHOSPHORYL-RXN	32.3153582495
GLYCOPHOSPHORYL-RXN|unclassified	32.3153582495
GLYMALTOPHOSPHORYL-RXN	32.3153582495
GLYMALTOPHOSPHORYL-RXN|unclassified	32.3153582495
RXN-12171	32.3153582495
RXN-12171|unclassified	32.3153582495
RXN-12392	32.3153582495
RXN-12392|unclassified	32.3153582495
RXN-14284	32.3153582495
RXN-14284|unclassified	32.3153582495
RXN-14285	32.3153582495
RXN-14285|unclassified	32.3153582495
RXN-14286	32.3153582495
RXN-14286|unclassified	32.3153582495
RXN-14353	32.3153582495
RXN-14353|unclassified	32.3153582495
RXN-1826	32.3153582495
RXN-1826|unclassified	32.3153582495
RXN-21092	32.3153582495
RXN-21092|unclassified	32.3153582495
RXN-9025	32.3153582495
RXN-9025|unclassified	32.3153582495
RXN0-5182	32.3153582495
RXN0-5182|unclassified	32.3153582495
RXN0-5184	32.3153582495
RXN0-5184|unclassified	32.3153582495
METHYLMALONYL-COA-MUT-RXN	32.3093751486
METHYLMALONYL-COA-MUT-RXN|unclassified	32.3093751486
GLYCOLALDREDUCT-RXN	32.1495152378
GLYCOLALDREDUCT-RXN|unclassified	32.1495152378
LACTALDREDUCT-RXN	32.1495152378
LACTALDREDUCT-RXN|unclassified	32.1495152378
RXN-8641	32.1495152378
RXN-8641|unclassified	32.1495152378
HISTIDINE--TRNA-LIGASE-RXN	31.7589119570
HISTIDINE--TRNA-LIGASE-RXN|unclassified	31.7589119570
RNA-DIRECTED-DNA-POLYMERASE-RXN	31.4772903704
RNA-DIRECTED-DNA-POLYMERASE-RXN|unclassified	31.4772903704
RXN0-6274	31.1993350715
RXN0-6274|unclassified	31.1993350715
PYRIMSYN1-RXN	31.1647862030
PYRIMSYN1-RXN|unclassified	31.1647862030
3.5.1.27-RXN	31.1169549888
3.5.1.27-RXN|unclassified	31.1169549888
3.5.1.88-RXN	31.1169549888
3.5.1.88-RXN|unclassified	31.1169549888
RXN0-6481	31.0990912071
RXN0-6481|unclassified	31.0990912071
RXN0-6482	31.0990912071
RXN0-6482|unclassified	31.0990912071
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	31.0990912071
TRNA-NUCLEOTIDYLTRANSFERASE-RXN|unclassified	31.0990912071
NUCLEOTIDE-PYROPHOSPHATASE-RXN	31.0651695366
NUCLEOTIDE-PYROPHOSPHATASE-RXN|unclassified	31.0651695366
RXN-14139	31.0651695366
RXN-14139|unclassified	31.0651695366
RXN-14140	31.0651695366
RXN-14140|unclassified	31.0651695366
RXN0-384	31.0651695366
RXN0-384|unclassified	31.0651695366
RXN0-385	31.0651695366
RXN0-385|unclassified	31.0651695366
RXN0-5107	31.0651695366
RXN0-5107|unclassified	31.0651695366
METHIONINE--TRNA-LIGASE-RXN	31.0339548295
METHIONINE--TRNA-LIGASE-RXN|unclassified	31.0339548295
RXN-16165	31.0339548295
RXN-16165|unclassified	31.0339548295
N-ACETYLGLUTPREDUCT-RXN	31.0317597540
N-ACETYLGLUTPREDUCT-RXN|unclassified	31.0317597540
RXN-15006	31.0317597540
RXN-15006|unclassified	31.0317597540
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	31.0027489959
L-GLN-FRUCT-6-P-AMINOTRANS-RXN|unclassified	31.0027489959
VALINE--TRNA-LIGASE-RXN	30.9287875154
VALINE--TRNA-LIGASE-RXN|unclassified	30.9287875154
SHIKIMATE-KINASE-RXN	30.7414885740
SHIKIMATE-KINASE-RXN|unclassified	30.7414885740
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	30.7090722387
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|unclassified	30.7090722387
RXN-15043	30.7090722387
RXN-15043|unclassified	30.7090722387
RXN-16025	30.7090722387
RXN-16025|unclassified	30.7090722387
RXN-16032	30.7090722387
RXN-16032|unclassified	30.7090722387
RXN-16067	30.7090722387
RXN-16067|unclassified	30.7090722387
RXN-16076	30.7090722387
RXN-16076|unclassified	30.7090722387
RXN-16077	30.7090722387
RXN-16077|unclassified	30.7090722387
RXN-16118	30.7090722387
RXN-16118|unclassified	30.7090722387
RXN-1623	30.7090722387
RXN-1623|unclassified	30.7090722387
RXN-17008	30.7090722387
RXN-17008|unclassified	30.7090722387
RXN-17009	30.7090722387
RXN-17009|unclassified	30.7090722387
RXN-17010	30.7090722387
RXN-17010|unclassified	30.7090722387
RXN-17011	30.7090722387
RXN-17011|unclassified	30.7090722387
RXN-17012	30.7090722387
RXN-17012|unclassified	30.7090722387
RXN-17013	30.7090722387
RXN-17013|unclassified	30.7090722387
RXN-17014	30.7090722387
RXN-17014|unclassified	30.7090722387
RXN-17015	30.7090722387
RXN-17015|unclassified	30.7090722387
RXN-17019	30.7090722387
RXN-17019|unclassified	30.7090722387
RXN-17020	30.7090722387
RXN-17020|unclassified	30.7090722387
RXN-17021	30.7090722387
RXN-17021|unclassified	30.7090722387
RXN-17022	30.7090722387
RXN-17022|unclassified	30.7090722387
RXN-17023	30.7090722387
RXN-17023|unclassified	30.7090722387
RXN-17024	30.7090722387
RXN-17024|unclassified	30.7090722387
RXN-17729	30.7090722387
RXN-17729|unclassified	30.7090722387
RXN-20512	30.7090722387
RXN-20512|unclassified	30.7090722387
RXN-20528	30.7090722387
RXN-20528|unclassified	30.7090722387
RXN-20565	30.7090722387
RXN-20565|unclassified	30.7090722387
RXN0-5514	30.7090722387
RXN0-5514|unclassified	30.7090722387
RXN0-6705	30.7090722387
RXN0-6705|unclassified	30.7090722387
RXN0-5063	30.6523542662
RXN0-5063|unclassified	30.6523542662
AMINOCYL-TRNA-HYDROLASE-RXN	30.5097657192
AMINOCYL-TRNA-HYDROLASE-RXN|unclassified	30.5097657192
RXN-12460	30.5097657192
RXN-12460|unclassified	30.5097657192
RXN-16637	30.5097657192
RXN-16637|unclassified	30.5097657192
PHOSNACMURPENTATRANS-RXN	30.4036664718
PHOSNACMURPENTATRANS-RXN|unclassified	30.4036664718
RXN-11347	30.4036664718
RXN-11347|unclassified	30.4036664718
RXN-8975	30.4036664718
RXN-8975|unclassified	30.4036664718
ADENYL-KIN-RXN	30.3613098032
ADENYL-KIN-RXN|unclassified	30.3613098032
FMNREDUCT-RXN	30.3025399987
FMNREDUCT-RXN|unclassified	30.3025399987
DXPREDISOM-RXN	30.2663652252
DXPREDISOM-RXN|unclassified	30.2663652252
3.4.21.92-RXN	30.1880162645
3.4.21.92-RXN|unclassified	30.1880162645
GLYCOGEN-BRANCH-RXN	29.8430584131
GLYCOGEN-BRANCH-RXN|unclassified	29.8430584131
