# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168_1
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	18.2525059357
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|unclassified	18.2525059357
4.2.1.58-RXN	18.2525059357
4.2.1.58-RXN|unclassified	18.2525059357
4.2.1.59-RXN	18.2525059357
4.2.1.59-RXN|unclassified	18.2525059357
4.2.1.61-RXN	18.2525059357
4.2.1.61-RXN|unclassified	18.2525059357
RXN-10656	18.2525059357
RXN-10656|unclassified	18.2525059357
RXN-10660	18.2525059357
RXN-10660|unclassified	18.2525059357
RXN-11477	18.2525059357
RXN-11477|unclassified	18.2525059357
RXN-11481	18.2525059357
RXN-11481|unclassified	18.2525059357
RXN-13009	18.2525059357
RXN-13009|unclassified	18.2525059357
RXN-16619	18.2525059357
RXN-16619|unclassified	18.2525059357
RXN-16623	18.2525059357
RXN-16623|unclassified	18.2525059357
RXN-16627	18.2525059357
RXN-16627|unclassified	18.2525059357
RXN-16631	18.2525059357
RXN-16631|unclassified	18.2525059357
RXN-21615	18.2525059357
RXN-21615|unclassified	18.2525059357
RXN-21619	18.2525059357
RXN-21619|unclassified	18.2525059357
RXN-21623	18.2525059357
RXN-21623|unclassified	18.2525059357
RXN-21627	18.2525059357
RXN-21627|unclassified	18.2525059357
RXN-21632	18.2525059357
RXN-21632|unclassified	18.2525059357
RXN-21636	18.2525059357
RXN-21636|unclassified	18.2525059357
RXN-21646	18.2525059357
RXN-21646|unclassified	18.2525059357
RXN-21651	18.2525059357
RXN-21651|unclassified	18.2525059357
RXN-21656	18.2525059357
RXN-21656|unclassified	18.2525059357
RXN-21661	18.2525059357
RXN-21661|unclassified	18.2525059357
RXN-21666	18.2525059357
RXN-21666|unclassified	18.2525059357
RXN-21671	18.2525059357
RXN-21671|unclassified	18.2525059357
RXN-21677	18.2525059357
RXN-21677|unclassified	18.2525059357
RXN-21682	18.2525059357
RXN-21682|unclassified	18.2525059357
RXN-21687	18.2525059357
RXN-21687|unclassified	18.2525059357
RXN-21692	18.2525059357
RXN-21692|unclassified	18.2525059357
RXN-21698	18.2525059357
RXN-21698|unclassified	18.2525059357
RXN-21703	18.2525059357
RXN-21703|unclassified	18.2525059357
RXN-9520	18.2525059357
RXN-9520|unclassified	18.2525059357
RXN-9533	18.2525059357
RXN-9533|unclassified	18.2525059357
RXN-9537	18.2525059357
RXN-9537|unclassified	18.2525059357
RXN-9557	18.2525059357
RXN-9557|unclassified	18.2525059357
RXN-9634	18.2525059357
RXN-9634|unclassified	18.2525059357
RXN-9655	18.2525059357
RXN-9655|unclassified	18.2525059357
RXN0-2144	18.2525059357
RXN0-2144|unclassified	18.2525059357
RXN1G-320	18.2525059357
RXN1G-320|unclassified	18.2525059357
3.4.11.9-RXN	18.2215689016
3.4.11.9-RXN|unclassified	18.2215689016
DARABALDOL-RXN	18.0994262620
DARABALDOL-RXN|unclassified	18.0994262620
FUCPALDOL-RXN	18.0994262620
FUCPALDOL-RXN|unclassified	18.0994262620
3.4.11.18-RXN	18.0787434465
3.4.11.18-RXN|unclassified	18.0787434465
RXN-17873	18.0787434465
RXN-17873|unclassified	18.0787434465
RXN-17874	18.0787434465
RXN-17874|unclassified	18.0787434465
RXN-17875	18.0787434465
RXN-17875|unclassified	18.0787434465
RXN-17876	18.0787434465
RXN-17876|unclassified	18.0787434465
RXN-17877	18.0787434465
RXN-17877|unclassified	18.0787434465
RXN-17878	18.0787434465
RXN-17878|unclassified	18.0787434465
GLUTAMATESYN-RXN	18.0232975629
GLUTAMATESYN-RXN|unclassified	18.0232975629
RXN-11602	17.9585157404
RXN-11602|unclassified	17.9585157404
RXN0-5359	17.8223803001
RXN0-5359|unclassified	17.8223803001
TRANS-RXN-332	17.8075620206
TRANS-RXN-332|unclassified	17.8075620206
DLACTDEHYDROGNAD-RXN	17.8012063325
DLACTDEHYDROGNAD-RXN|unclassified	17.8012063325
GLUTRNAREDUCT-RXN	17.6176224837
GLUTRNAREDUCT-RXN|unclassified	17.6176224837
CDPDIGLYSYN-RXN	17.5837156279
CDPDIGLYSYN-RXN|unclassified	17.5837156279
RXN-20524	17.5837156279
RXN-20524|unclassified	17.5837156279
RXN0-5515	17.5837156279
RXN0-5515|unclassified	17.5837156279
RXN-19792	17.5606734736
RXN-19792|unclassified	17.5606734736
RXN-2103	17.5606734736
RXN-2103|unclassified	17.5606734736
DTDPDEHYDRHAMEPIM-RXN	17.5288671798
DTDPDEHYDRHAMEPIM-RXN|unclassified	17.5288671798
RXN-8890	17.3637466237
RXN-8890|unclassified	17.3637466237
RXN0-1321	17.2967973807
RXN0-1321|unclassified	17.2967973807
COBINPGUANYLYLTRANS-RXN	17.2807548029
COBINPGUANYLYLTRANS-RXN|unclassified	17.2807548029
GLUCISOM-RXN	17.2159321982
GLUCISOM-RXN|unclassified	17.2159321982
XYLISOM-RXN	17.2159321982
XYLISOM-RXN|unclassified	17.2159321982
3.2.1.1-RXN	17.2127296017
3.2.1.1-RXN|unclassified	17.2127296017
ALPHA-AMYL-RXN	17.2127296017
ALPHA-AMYL-RXN|unclassified	17.2127296017
RXN-1823	17.2127296017
RXN-1823|unclassified	17.2127296017
RXN0-5181	17.2127296017
RXN0-5181|unclassified	17.2127296017
RXN-14569	17.1907566365
RXN-14569|unclassified	17.1907566365
1.6.4.4-RXN	17.1692325675
1.6.4.4-RXN|unclassified	17.1692325675
1.12.1.3-RXN	17.1219937512
1.12.1.3-RXN|unclassified	17.1219937512
RXN-18388	17.0228085705
RXN-18388|unclassified	17.0228085705
RXN-10819	17.0079592236
RXN-10819|unclassified	17.0079592236
3.2.1.96-RXN	16.9788182204
3.2.1.96-RXN|unclassified	16.9788182204
RXN-19040	16.9572429750
RXN-19040|unclassified	16.9572429750
RXN0-6359	16.9572429750
RXN0-6359|unclassified	16.9572429750
THIOSULFATE-SULFURTRANSFERASE-RXN	16.9572429750
THIOSULFATE-SULFURTRANSFERASE-RXN|unclassified	16.9572429750
RXN0-5306	16.9547561243
RXN0-5306|unclassified	16.9547561243
FPPSYN-RXN	16.9141639142
FPPSYN-RXN|unclassified	16.9141639142
IPPISOM-RXN	16.8485143119
IPPISOM-RXN|unclassified	16.8485143119
DEPHOSPHOCOAKIN-RXN	16.8250080423
DEPHOSPHOCOAKIN-RXN|unclassified	16.8250080423
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	16.8047924885
HOMOSERINE-O-ACETYLTRANSFERASE-RXN|unclassified	16.8047924885
LIPIDADISACCHARIDESYNTH-RXN	16.7795982666
LIPIDADISACCHARIDESYNTH-RXN|unclassified	16.7795982666
RXN-20785	16.7795982666
RXN-20785|unclassified	16.7795982666
RXN-14992	16.7593007361
RXN-14992|unclassified	16.7593007361
THIOREDOXIN-REDUCT-NADPH-RXN	16.7567657385
THIOREDOXIN-REDUCT-NADPH-RXN|unclassified	16.7567657385
ACYLPHOSPHATASE-RXN	16.7282947767
ACYLPHOSPHATASE-RXN|unclassified	16.7282947767
CARBAMATE-KINASE-RXN	16.7179809978
CARBAMATE-KINASE-RXN|unclassified	16.7179809978
1TRANSKETO-RXN	16.6727361889
1TRANSKETO-RXN|unclassified	16.6727361889
2TRANSKETO-RXN	16.6727361889
2TRANSKETO-RXN|unclassified	16.6727361889
5.1.3.9-RXN	16.6651371415
5.1.3.9-RXN|unclassified	16.6651371415
NANE-RXN	16.6651371415
NANE-RXN|unclassified	16.6651371415
DIOHBUTANONEPSYN-RXN	16.6425937367
DIOHBUTANONEPSYN-RXN|unclassified	16.6425937367
3.1.26.11-RXN	16.5980321342
3.1.26.11-RXN|unclassified	16.5980321342
RXN-15025	16.5611129450
RXN-15025|unclassified	16.5611129450
RXN0-7078	16.5611129450
RXN0-7078|unclassified	16.5611129450
RXN-1961	16.5544152276
RXN-1961|unclassified	16.5544152276
SUCCCOASYN-RXN	16.5401111273
SUCCCOASYN-RXN|unclassified	16.5401111273
RXN-9591	16.5281050718
RXN-9591|unclassified	16.5281050718
GLYCEROL-KIN-RXN	16.4974562686
GLYCEROL-KIN-RXN|unclassified	16.4974562686
SUGAR-PHOSPHATASE-RXN	16.3744566864
SUGAR-PHOSPHATASE-RXN|unclassified	16.3744566864
3.4.21.107-RXN	16.3303765874
3.4.21.107-RXN|unclassified	16.3303765874
UDPMANNACADEHYDROG-RXN	16.3266587757
UDPMANNACADEHYDROG-RXN|unclassified	16.3266587757
PSERTRANSAM-RXN	16.3238001927
PSERTRANSAM-RXN|unclassified	16.3238001927
PSERTRANSAMPYR-RXN	16.3238001927
PSERTRANSAMPYR-RXN|unclassified	16.3238001927
2.1.3.1-RXN	16.2944826138
2.1.3.1-RXN|unclassified	16.2944826138
METHGLYSYN-RXN	16.2894818318
METHGLYSYN-RXN|unclassified	16.2894818318
LINOLENOYL-RXN	16.2712109387
LINOLENOYL-RXN|unclassified	16.2712109387
R223-RXN	16.2712109387
R223-RXN|unclassified	16.2712109387
RXN-12184	16.2712109387
RXN-12184|unclassified	16.2712109387
RXN-12978	16.2712109387
RXN-12978|unclassified	16.2712109387
RXN-13290	16.2712109387
RXN-13290|unclassified	16.2712109387
RXN-13614	16.2712109387
RXN-13614|unclassified	16.2712109387
RXN-16380	16.2712109387
RXN-16380|unclassified	16.2712109387
RXN-16389	16.2712109387
RXN-16389|unclassified	16.2712109387
RXN-16393	16.2712109387
RXN-16393|unclassified	16.2712109387
RXN-16401	16.2712109387
RXN-16401|unclassified	16.2712109387
RXN-16402	16.2712109387
RXN-16402|unclassified	16.2712109387
RXN-16418	16.2712109387
RXN-16418|unclassified	16.2712109387
RXN-19751	16.2712109387
RXN-19751|unclassified	16.2712109387
RXN-19960	16.2712109387
RXN-19960|unclassified	16.2712109387
RXN-20651	16.2712109387
RXN-20651|unclassified	16.2712109387
RXN-21443	16.2712109387
RXN-21443|unclassified	16.2712109387
RXN-21445	16.2712109387
RXN-21445|unclassified	16.2712109387
RXN-21446	16.2712109387
RXN-21446|unclassified	16.2712109387
RXN-21447	16.2712109387
RXN-21447|unclassified	16.2712109387
RXN-21448	16.2712109387
RXN-21448|unclassified	16.2712109387
RXN-21449	16.2712109387
RXN-21449|unclassified	16.2712109387
RXN-21450	16.2712109387
RXN-21450|unclassified	16.2712109387
RXN-7904	16.2712109387
RXN-7904|unclassified	16.2712109387
RXN-9623	16.2712109387
RXN-9623|unclassified	16.2712109387
RXN-9644	16.2712109387
RXN-9644|unclassified	16.2712109387
RXN-9673	16.2712109387
RXN-9673|unclassified	16.2712109387
RXN0-7238	16.2712109387
RXN0-7238|unclassified	16.2712109387
RXN0-7239	16.2712109387
RXN0-7239|unclassified	16.2712109387
RXN0-7248	16.2712109387
RXN0-7248|unclassified	16.2712109387
RXN66-469	16.2712109387
RXN66-469|unclassified	16.2712109387
RXN66-477	16.2712109387
RXN66-477|unclassified	16.2712109387
RXN66-480	16.2712109387
RXN66-480|unclassified	16.2712109387
RXN66-483	16.2712109387
RXN66-483|unclassified	16.2712109387
RXN66-484	16.2712109387
RXN66-484|unclassified	16.2712109387
TRANS-RXN0-623	16.2712109387
TRANS-RXN0-623|unclassified	16.2712109387
ARGININE--TRNA-LIGASE-RXN	16.2701811644
ARGININE--TRNA-LIGASE-RXN|unclassified	16.2701811644
3.1.13.1-RXN	16.2263972740
3.1.13.1-RXN|unclassified	16.2263972740
RXN0-4222	16.2263972740
RXN0-4222|unclassified	16.2263972740
RXN0-6479	16.2263972740
RXN0-6479|unclassified	16.2263972740
RXN0-6524	16.2263972740
RXN0-6524|unclassified	16.2263972740
RXN0-6525	16.2263972740
RXN0-6525|unclassified	16.2263972740
GALACTURIDYLYLTRANS-RXN	16.1699160540
GALACTURIDYLYLTRANS-RXN|unclassified	16.1699160540
1.8.1.4-RXN	16.1155847207
1.8.1.4-RXN|unclassified	16.1155847207
RXN-7716	16.1155847207
RXN-7716|unclassified	16.1155847207
RXN-7719	16.1155847207
RXN-7719|unclassified	16.1155847207
RXN-8629	16.1155847207
RXN-8629|unclassified	16.1155847207
RXN0-1132	16.1155847207
RXN0-1132|unclassified	16.1155847207
TDCEACT-RXN	16.0916486866
TDCEACT-RXN|unclassified	16.0916486866
RXN-19782	16.0631708569
RXN-19782|unclassified	16.0631708569
RXN-2102	16.0631708569
RXN-2102|unclassified	16.0631708569
DALADALALIG-RXN	15.9928705858
DALADALALIG-RXN|unclassified	15.9928705858
GLUTDECARBOX-RXN	15.8729400661
GLUTDECARBOX-RXN|unclassified	15.8729400661
UDP-NACMURALA-GLU-LIG-RXN	15.8702757984
UDP-NACMURALA-GLU-LIG-RXN|unclassified	15.8702757984
MERCURY-II-REDUCTASE-RXN	15.8510220906
MERCURY-II-REDUCTASE-RXN|unclassified	15.8510220906
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	15.8291968411
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN|unclassified	15.8291968411
ADOMET-DMK-METHYLTRANSFER-RXN	15.7485931627
ADOMET-DMK-METHYLTRANSFER-RXN|unclassified	15.7485931627
RXN-11046	15.7485931627
RXN-11046|unclassified	15.7485931627
RXN-14177	15.7485931627
RXN-14177|unclassified	15.7485931627
RXN-19667	15.7485931627
RXN-19667|unclassified	15.7485931627
RXN-9191	15.7485931627
RXN-9191|unclassified	15.7485931627
RXN-9205	15.7485931627
RXN-9205|unclassified	15.7485931627
RXN-9220	15.7485931627
RXN-9220|unclassified	15.7485931627
RXN-9361	15.7485931627
RXN-9361|unclassified	15.7485931627
RXN-9362	15.7485931627
RXN-9362|unclassified	15.7485931627
RXN-9363	15.7485931627
RXN-9363|unclassified	15.7485931627
RXN-9366	15.7485931627
RXN-9366|unclassified	15.7485931627
RXN-11601	15.7430339046
RXN-11601|unclassified	15.7430339046
PROPIONYL-COA-CARBOXY-RXN	15.7326294995
PROPIONYL-COA-CARBOXY-RXN|unclassified	15.7326294995
RXN1G-4355	15.7326294995
RXN1G-4355|unclassified	15.7326294995
RXN-11837	15.7139802924
RXN-11837|unclassified	15.7139802924
AMP-NUCLEOSID-RXN	15.7085105752
AMP-NUCLEOSID-RXN|unclassified	15.7085105752
2.5.1.19-RXN	15.6621667856
2.5.1.19-RXN|unclassified	15.6621667856
RXN-14971	15.5783728770
RXN-14971|unclassified	15.5783728770
RXN-15378	15.5783728770
RXN-15378|unclassified	15.5783728770
RXN-21393	15.5783728770
RXN-21393|unclassified	15.5783728770
RXN-21394	15.5783728770
RXN-21394|unclassified	15.5783728770
RXN1YI0-14	15.5783728770
RXN1YI0-14|unclassified	15.5783728770
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	15.5783728770
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN|unclassified	15.5783728770
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	15.5783728770
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN|unclassified	15.5783728770
RXN-14338	15.5277831271
RXN-14338|unclassified	15.5277831271
RXN-11592	15.5084764674
RXN-11592|unclassified	15.5084764674
ENOYL-ACP-REDUCT-NADH-RXN	15.4434241791
ENOYL-ACP-REDUCT-NADH-RXN|unclassified	15.4434241791
RXN-10657	15.4434241791
RXN-10657|unclassified	15.4434241791
RXN-10661	15.4434241791
RXN-10661|unclassified	15.4434241791
RXN-11478	15.4434241791
RXN-11478|unclassified	15.4434241791
RXN-11482	15.4434241791
RXN-11482|unclassified	15.4434241791
RXN-16620	15.4434241791
RXN-16620|unclassified	15.4434241791
RXN-16624	15.4434241791
RXN-16624|unclassified	15.4434241791
RXN-16628	15.4434241791
RXN-16628|unclassified	15.4434241791
RXN-16632	15.4434241791
RXN-16632|unclassified	15.4434241791
RXN-21616	15.4434241791
RXN-21616|unclassified	15.4434241791
RXN-21620	15.4434241791
RXN-21620|unclassified	15.4434241791
RXN-21624	15.4434241791
RXN-21624|unclassified	15.4434241791
RXN-21628	15.4434241791
RXN-21628|unclassified	15.4434241791
RXN-21633	15.4434241791
RXN-21633|unclassified	15.4434241791
RXN-21637	15.4434241791
RXN-21637|unclassified	15.4434241791
RXN-21647	15.4434241791
RXN-21647|unclassified	15.4434241791
RXN-21652	15.4434241791
RXN-21652|unclassified	15.4434241791
RXN-21657	15.4434241791
RXN-21657|unclassified	15.4434241791
RXN-21662	15.4434241791
RXN-21662|unclassified	15.4434241791
RXN-21667	15.4434241791
RXN-21667|unclassified	15.4434241791
RXN-21672	15.4434241791
RXN-21672|unclassified	15.4434241791
RXN-21678	15.4434241791
RXN-21678|unclassified	15.4434241791
RXN-21683	15.4434241791
RXN-21683|unclassified	15.4434241791
RXN-21688	15.4434241791
RXN-21688|unclassified	15.4434241791
RXN-21693	15.4434241791
RXN-21693|unclassified	15.4434241791
RXN-21699	15.4434241791
RXN-21699|unclassified	15.4434241791
RXN-21704	15.4434241791
RXN-21704|unclassified	15.4434241791
RXN-9558	15.4434241791
RXN-9558|unclassified	15.4434241791
RXN-9635	15.4434241791
RXN-9635|unclassified	15.4434241791
RXN-9657	15.4434241791
RXN-9657|unclassified	15.4434241791
RXN-9658	15.4434241791
RXN-9658|unclassified	15.4434241791
RXN-9659	15.4434241791
RXN-9659|unclassified	15.4434241791
RXN-9660	15.4434241791
RXN-9660|unclassified	15.4434241791
RXN-9661	15.4434241791
RXN-9661|unclassified	15.4434241791
RXN-9662	15.4434241791
RXN-9662|unclassified	15.4434241791
RXN-9663	15.4434241791
RXN-9663|unclassified	15.4434241791
RXN0-2145	15.4434241791
RXN0-2145|unclassified	15.4434241791
RXN1G-395	15.4434241791
RXN1G-395|unclassified	15.4434241791
GPH-RXN	15.4403296048
GPH-RXN|unclassified	15.4403296048
ABC-63-RXN	15.3500224271
ABC-63-RXN|unclassified	15.3500224271
RXN-12979	15.2473703820
RXN-12979|unclassified	15.2473703820
ASNSYNB-RXN	15.0949637406
ASNSYNB-RXN|unclassified	15.0949637406
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	15.0343148070
BRANCHED-CHAINAMINOTRANSFERILEU-RXN|unclassified	15.0343148070
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	15.0343148070
BRANCHED-CHAINAMINOTRANSFERVAL-RXN|unclassified	15.0343148070
2.8.1.6-RXN	15.0258723777
2.8.1.6-RXN|unclassified	15.0258723777
2.3.1.89-RXN	14.9961726718
2.3.1.89-RXN|unclassified	14.9961726718
CHORISMATE-SYNTHASE-RXN	14.9814964658
CHORISMATE-SYNTHASE-RXN|unclassified	14.9814964658
ALKAPHOSPHA-RXN	14.8427293452
ALKAPHOSPHA-RXN|unclassified	14.8427293452
RXN-8748	14.8427293452
RXN-8748|unclassified	14.8427293452
1.18.1.2-RXN	14.7927118644
1.18.1.2-RXN|unclassified	14.7927118644
3.1.1.64-RXN	14.7675168476
3.1.1.64-RXN|unclassified	14.7675168476
CARBOXYLESTERASE-RXN	14.7675168476
CARBOXYLESTERASE-RXN|unclassified	14.7675168476
RETINYL-PALMITATE-ESTERASE-RXN	14.7675168476
RETINYL-PALMITATE-ESTERASE-RXN|unclassified	14.7675168476
RXN-10711	14.7675168476
RXN-10711|unclassified	14.7675168476
RXN-10767	14.7675168476
RXN-10767|unclassified	14.7675168476
RXN-12252	14.7675168476
RXN-12252|unclassified	14.7675168476
RXN-12575	14.7675168476
RXN-12575|unclassified	14.7675168476
RXN18C3-61	14.7675168476
RXN18C3-61|unclassified	14.7675168476
RXNQT-4366	14.7675168476
RXNQT-4366|unclassified	14.7675168476
ACETYLORNTRANSAM-RXN	14.7619617912
ACETYLORNTRANSAM-RXN|unclassified	14.7619617912
RXN-15007	14.7619617912
RXN-15007|unclassified	14.7619617912
NADPYROPHOSPHAT-RXN	14.7473202223
NADPYROPHOSPHAT-RXN|unclassified	14.7473202223
RXN0-4401	14.7473202223
RXN0-4401|unclassified	14.7473202223
DTDPDEHYRHAMREDUCT-RXN	14.6468005169
DTDPDEHYRHAMREDUCT-RXN|unclassified	14.6468005169
RXN0-3521	14.6211731690
RXN0-3521|unclassified	14.6211731690
PSERPHOSPHA-RXN	14.6056619626
PSERPHOSPHA-RXN|unclassified	14.6056619626
RXN0-5114	14.6056619626
RXN0-5114|unclassified	14.6056619626
CPM-KDOSYNTH-RXN	14.5882378419
CPM-KDOSYNTH-RXN|unclassified	14.5882378419
RHAMNULOKIN-RXN	14.5775140926
RHAMNULOKIN-RXN|unclassified	14.5775140926
RXN-15294	14.5471391649
RXN-15294|unclassified	14.5471391649
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	14.5315926490
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN|unclassified	14.5315926490
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	14.4461344089
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN|unclassified	14.4461344089
RXN-21514	14.4461344089
RXN-21514|unclassified	14.4461344089
3.4.13.9-RXN	14.4262854333
3.4.13.9-RXN|unclassified	14.4262854333
RXN-10837	14.3916242866
RXN-10837|unclassified	14.3916242866
RXN-9382	14.3916242866
RXN-9382|unclassified	14.3916242866
GLUCONATE-5-DEHYDROGENASE-RXN	14.3766063370
GLUCONATE-5-DEHYDROGENASE-RXN|unclassified	14.3766063370
2-DEHYDROPANTOATE-REDUCT-RXN	14.3744558370
2-DEHYDROPANTOATE-REDUCT-RXN|unclassified	14.3744558370
5.4.1.2-RXN	14.3016178663
5.4.1.2-RXN|unclassified	14.3016178663
3.2.1.83-RXN	14.1731425983
3.2.1.83-RXN|unclassified	14.1731425983
BIOTIN-CARBOXYL-RXN	14.0850058274
BIOTIN-CARBOXYL-RXN|unclassified	14.0850058274
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	14.0778246981
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN|unclassified	14.0778246981
7KAPSYN-RXN	14.0667509756
7KAPSYN-RXN|unclassified	14.0667509756
RXN-11484	14.0667509756
RXN-11484|unclassified	14.0667509756
DARABISOM-RXN	14.0563556745
DARABISOM-RXN|unclassified	14.0563556745
RXN-14969	14.0563556745
RXN-14969|unclassified	14.0563556745
GCVP-RXN	14.0087778346
GCVP-RXN|unclassified	14.0087778346
PREPHENATEDEHYDRAT-RXN	13.8612606949
PREPHENATEDEHYDRAT-RXN|unclassified	13.8612606949
RXN-11600	13.8510238390
RXN-11600|unclassified	13.8510238390
2.7.1.90-RXN	13.8484250396
2.7.1.90-RXN|unclassified	13.8484250396
RXN-21730	13.8484250396
RXN-21730|unclassified	13.8484250396
RXN-9985	13.6930158889
RXN-9985|unclassified	13.6930158889
ACNEULY-RXN	13.6473697864
ACNEULY-RXN|unclassified	13.6473697864
RXN-15313	13.6473697864
RXN-15313|unclassified	13.6473697864
D-PPENTOMUT-RXN	13.6068832454
D-PPENTOMUT-RXN|unclassified	13.6068832454
PPENTOMUT-RXN	13.6068832454
PPENTOMUT-RXN|unclassified	13.6068832454
OXALOACETATE-TAUTOMERASE-RXN	13.4649314118
OXALOACETATE-TAUTOMERASE-RXN|unclassified	13.4649314118
CHORISMATEMUT-RXN	13.3678097946
CHORISMATEMUT-RXN|unclassified	13.3678097946
RXN-12720	13.3560744717
RXN-12720|unclassified	13.3560744717
SULFATE-ADENYLYLTRANS-RXN	13.3560744717
SULFATE-ADENYLYLTRANS-RXN|unclassified	13.3560744717
L-ASPARTATE-OXID-RXN	13.3230962557
L-ASPARTATE-OXID-RXN|unclassified	13.3230962557
GLYRIBONUCSYN-RXN	13.1712642946
GLYRIBONUCSYN-RXN|unclassified	13.1712642946
RXN-12444	13.1475235276
RXN-12444|unclassified	13.1475235276
RXN-11839	13.0959859958
RXN-11839|unclassified	13.0959859958
RXN-7682	13.0576306595
RXN-7682|unclassified	13.0576306595
RXN-8751	13.0576306595
RXN-8751|unclassified	13.0576306595
RXN-8752	13.0576306595
RXN-8752|unclassified	13.0576306595
RXN-8753	13.0576306595
RXN-8753|unclassified	13.0576306595
RXN0-901	13.0576306595
RXN0-901|unclassified	13.0576306595
RXN-14455	13.0484037764
RXN-14455|unclassified	13.0484037764
TRANS-RXN0-207	13.0484037764
TRANS-RXN0-207|unclassified	13.0484037764
RXN-14461	12.9012963904
RXN-14461|unclassified	12.9012963904
3.1.11.2-RXN	12.8178728565
3.1.11.2-RXN|unclassified	12.8178728565
3.4.22.40-RXN	12.7653216305
3.4.22.40-RXN|unclassified	12.7653216305
RXN-21218	12.7653216305
RXN-21218|unclassified	12.7653216305
RXN-21219	12.7653216305
RXN-21219|unclassified	12.7653216305
RXN-21220	12.7653216305
RXN-21220|unclassified	12.7653216305
TRANS-RXN-194	12.7584942939
TRANS-RXN-194|unclassified	12.7584942939
PHOSPHOGLUCMUT-RXN	12.7514519398
PHOSPHOGLUCMUT-RXN|unclassified	12.7514519398
MALATE-DEH-RXN	12.7396965779
MALATE-DEH-RXN|unclassified	12.7396965779
THREDEHYD-RXN	12.7321405048
THREDEHYD-RXN|unclassified	12.7321405048
2.3.1.184-RXN	12.7253933142
2.3.1.184-RXN|unclassified	12.7253933142
RXN-10020	12.7253933142
RXN-10020|unclassified	12.7253933142
RXN-10022	12.7253933142
RXN-10022|unclassified	12.7253933142
RXN-10023	12.7253933142
RXN-10023|unclassified	12.7253933142
RXN-10024	12.7253933142
RXN-10024|unclassified	12.7253933142
RXN-10025	12.7253933142
RXN-10025|unclassified	12.7253933142
RXN-10026	12.7253933142
RXN-10026|unclassified	12.7253933142
DIMETHYLMALEATE-HYDRATASE-RXN	12.6869542765
DIMETHYLMALEATE-HYDRATASE-RXN|unclassified	12.6869542765
BUTYRYL-COA-DEHYDROGENASE-RXN	12.6051230390
BUTYRYL-COA-DEHYDROGENASE-RXN|unclassified	12.6051230390
PROPCOASYN-RXN	12.6051230390
PROPCOASYN-RXN|unclassified	12.6051230390
RXN-13449	12.6051230390
RXN-13449|unclassified	12.6051230390
3.1.21.2-RXN	12.6036344853
3.1.21.2-RXN|unclassified	12.6036344853
BETA-PHOSPHOGLUCOMUTASE-RXN	12.5587039074
BETA-PHOSPHOGLUCOMUTASE-RXN|unclassified	12.5587039074
IGPSYN-RXN	12.5237433072
IGPSYN-RXN|unclassified	12.5237433072
RXN-11588	12.5042514973
RXN-11588|unclassified	12.5042514973
GLYCPDIESTER-RXN	12.4867560085
GLYCPDIESTER-RXN|unclassified	12.4867560085
RXN-14073	12.4867560085
RXN-14073|unclassified	12.4867560085
RXN-14136	12.4867560085
RXN-14136|unclassified	12.4867560085
RXN-20556	12.4867560085
RXN-20556|unclassified	12.4867560085
RXN-20557	12.4867560085
RXN-20557|unclassified	12.4867560085
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	12.4793214369
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN|unclassified	12.4793214369
RXN0-6550	12.4793214369
RXN0-6550|unclassified	12.4793214369
MALIC-NADP-RXN	12.4207247211
MALIC-NADP-RXN|unclassified	12.4207247211
PYROGLUTAMYL-PEPTIDASE-I-RXN	12.4199321742
PYROGLUTAMYL-PEPTIDASE-I-RXN|unclassified	12.4199321742
ISOCITDEH-RXN	12.4017381745
ISOCITDEH-RXN|unclassified	12.4017381745
RXN-14249	12.3818532740
RXN-14249|unclassified	12.3818532740
THREODEHYD-RXN	12.3818532740
THREODEHYD-RXN|unclassified	12.3818532740
ASNSYNA-RXN	12.3732362708
ASNSYNA-RXN|unclassified	12.3732362708
ALCOHOL-DEHYDROG-GENERIC-RXN	12.3456731609
ALCOHOL-DEHYDROG-GENERIC-RXN|unclassified	12.3456731609
ALCOHOL-DEHYDROG-RXN	12.3456731609
ALCOHOL-DEHYDROG-RXN|unclassified	12.3456731609
RXN-10781	12.3456731609
RXN-10781|unclassified	12.3456731609
RXN-10911	12.3456731609
RXN-10911|unclassified	12.3456731609
RXN-10915	12.3456731609
