# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947175_1
UniClust90_27789-PFALEEGP_03172|unclassified	683.2156122409
UniClust90_1526-EPMBCCHH_00409	679.9637149886
UniClust90_1526-EPMBCCHH_00409|unclassified	679.9637149886
UniClust90_6146-HDKIFNFN_02276	676.7939631221
UniClust90_6146-HDKIFNFN_02276|unclassified	676.7939631221
UniRef90_A0A078Q099	674.6578882480
UniRef90_A0A078Q099|unclassified	674.6578882480
UniRef90_UNK1845-CBKALMGM_04133	672.7733690071
UniRef90_UNK1845-CBKALMGM_04133|unclassified	672.7733690071
UniClust90_103651-OJDDNAFN_01674	659.8302423524
UniClust90_103651-OJDDNAFN_01674|unclassified	659.8302423524
UniClust90_81655-IHAELOCH_03402	652.6581745008
UniClust90_81655-IHAELOCH_03402|unclassified	652.6581745008
UniRef90_J0V8Y5	652.6581745008
UniRef90_J0V8Y5|unclassified	652.6581745008
UniClust90_4072-FKHJFNAF_01759	650.8942334886
UniClust90_4072-FKHJFNAF_01759|unclassified	650.8942334886
UniClust90_40207-KGAJOGGJ_01424	645.6403446674
UniClust90_40207-KGAJOGGJ_01424|unclassified	645.6403446674
UniClust90_4774-HHJOOALD_02183	645.6403446674
UniClust90_4774-HHJOOALD_02183|unclassified	645.6403446674
UniRef90_A0A2V6AI31	645.6403446674
UniRef90_A0A2V6AI31|unclassified	645.6403446674
UniClust90_1878-PECLBKDC_00053	638.7718303625
UniClust90_1878-PECLBKDC_00053|unclassified	638.7718303625
UniRef90_C8PMZ4	638.7718303625
UniRef90_C8PMZ4|unclassified	638.7718303625
UniRef90_D8GUM3	632.0479163586
UniRef90_D8GUM3|unclassified	632.0479163586
UniRef90_A0A139KIP3	620.8177904581
UniRef90_A0A139KIP3|unclassified	620.8177904581
UniClust90_1887-PAMIDOMI_02090	619.0160005574
UniClust90_1887-PAMIDOMI_02090|unclassified	619.0160005574
UniRef90_UNK1845-DICOLEMM_02224	618.9267778409
UniRef90_UNK1845-DICOLEMM_02224|unclassified	618.9267778409
UniRef90_C0FPL9	617.9109630683
UniRef90_C0FPL9|unclassified	617.9109630683
UniClust90_102785-MHLLPCOE_02266	612.6995107558
UniClust90_102785-MHLLPCOE_02266|unclassified	612.6995107558
UniClust90_40209-OGCCFELP_01676	612.6995107558
UniClust90_40209-OGCCFELP_01676|unclassified	612.6995107558
UniRef90_A0A090PJU5	612.6995107558
UniRef90_A0A090PJU5|unclassified	612.6995107558
UniRef90_A0A352WE59	612.6995107558
UniRef90_A0A352WE59|unclassified	612.6995107558
UniRef90_UNK20130-EMJNEFJB_00925	610.8173619319
UniRef90_UNK20130-EMJNEFJB_00925|unclassified	610.8173619319
UniClust90_1463-IBADCALM_00621	606.5725156483
UniClust90_1463-IBADCALM_00621|unclassified	606.5725156483
UniClust90_25416-LHPMNDHK_01584	601.0899847188
UniClust90_25416-LHPMNDHK_01584|unclassified	601.0899847188
UniRef90_J7TG29	594.5005153868
UniRef90_J7TG29|unclassified	594.5005153868
UniClust90_35937-BDEPDLAH_00281	591.6791232227
UniClust90_35937-BDEPDLAH_00281|unclassified	591.6791232227
UniClust90_14895-CDGGCBCB_00649	588.6720789615
UniClust90_14895-CDGGCBCB_00649|unclassified	588.6720789615
UniClust90_6062-ALHAIJPC_00033	588.6720789615
UniClust90_6062-ALHAIJPC_00033|unclassified	588.6720789615
UniRef90_A0A285PVJ3	585.8005078446
UniRef90_A0A285PVJ3|unclassified	585.8005078446
UniClust90_4312-IKGFAEMB_02283	585.0476923979
UniClust90_4312-IKGFAEMB_02283|unclassified	585.0476923979
UniClust90_2133-IEMGGFEK_00164	583.8373323487
UniClust90_2133-IEMGGFEK_00164|unclassified	583.8373323487
UniClust90_4924-DBIPNKCJ_03150	582.9568160589
UniClust90_4924-DBIPNKCJ_03150|unclassified	582.9568160589
UniRef90_A0A413USE2	579.6548597464
UniRef90_A0A413USE2|unclassified	579.6548597464
UniRef90_UPI00092A8639	579.0926049582
UniRef90_UPI00092A8639|unclassified	579.0926049582
UniClust90_2293-KHMFLONP_01323	577.3514620584
UniClust90_2293-KHMFLONP_01323|unclassified	577.3514620584
UniRef90_A0A3B8U2W2	577.3514620584
UniRef90_A0A3B8U2W2|unclassified	577.3514620584
UniRef90_A0A108T9C2	577.1919871128
UniRef90_A0A108T9C2|unclassified	577.1919871128
UniClust90_40377-BKIDNMEC_01336	576.0497447786
UniClust90_40377-BKIDNMEC_01336|unclassified	576.0497447786
UniClust90_37433-HPAFCBIC_00295	566.4580382460
UniClust90_37433-HPAFCBIC_00295|unclassified	566.4580382460
UniClust90_5184-FKDAKJNI_00274	563.5760587531
UniClust90_5184-FKDAKJNI_00274|unclassified	563.5760587531
UniRef90_A0A2N8J198	563.4274262482
UniRef90_A0A2N8J198|unclassified	563.4274262482
UniClust90_4958-IKAMAPGG_02635	559.8752482494
UniClust90_4958-IKAMAPGG_02635|unclassified	559.8752482494
UniRef90_R9HQV1	559.0904783153
UniRef90_R9HQV1|unclassified	559.0904783153
UniClust90_41677-GDJGPJLF_01753	558.4389113888
UniClust90_41677-GDJGPJLF_01753|unclassified	558.4389113888
UniRef90_A0A143XGQ5	557.5465955638
UniRef90_A0A143XGQ5|unclassified	557.5465955638
UniClust90_15254-DHAGNGNO_00211	550.8674500374
UniClust90_15254-DHAGNGNO_00211|unclassified	550.8674500374
UniRef90_A0A139LIV5	550.8674500374
UniRef90_A0A139LIV5|unclassified	550.8674500374
UniRef90_K6AU60	550.8674500374
UniRef90_K6AU60|unclassified	550.8674500374
UniRef90_UNK15252-CCAGDBJE_01142	550.1689848015
UniRef90_UNK15252-CCAGDBJE_01142|unclassified	550.1689848015
UniRef90_J9H545	547.3330222537
UniRef90_J9H545|unclassified	547.3330222537
UniClust90_40209-OHFGBICD_01356	545.8595641279
UniClust90_40209-OHFGBICD_01356|unclassified	545.8595641279
UniRef90_M6UCA5	545.8595641279
UniRef90_M6UCA5|unclassified	545.8595641279
UniRef90_A0A2I6QHE6	542.1878630239
UniRef90_A0A2I6QHE6|unclassified	542.1878630239
UniClust90_14315-KPDIIKNJ_00906	540.9419103970
UniClust90_14315-KPDIIKNJ_00906|unclassified	540.9419103970
UniClust90_48103-CNOACAGM_03126	540.9419103970
UniClust90_48103-CNOACAGM_03126|unclassified	540.9419103970
UniRef90_A0A239TPY6	540.9419103970
UniRef90_A0A239TPY6|unclassified	540.9419103970
UniRef90_A0A414GM97	540.6934142559
UniRef90_A0A414GM97|unclassified	540.6934142559
UniClust90_12290-LMJGEGCL_02369	539.6012455644
UniClust90_12290-LMJGEGCL_02369|unclassified	539.6012455644
UniClust90_41576-JFJENGAL_02468	539.5568479934
UniClust90_41576-JFJENGAL_02468|unclassified	539.5568479934
UniRef90_A0A081TVQ6	538.4142291049
UniRef90_A0A081TVQ6|unclassified	538.4142291049
UniClust90_41439-LDBNIAEK_01946	537.9171630626
UniClust90_41439-LDBNIAEK_01946|unclassified	537.9171630626
UniClust90_1917-FDAINOLO_00766	537.4158692469
UniClust90_1917-FDAINOLO_00766|unclassified	537.4158692469
UniClust90_6629-MAMEGABH_00723	535.0831462735
UniClust90_6629-MAMEGABH_00723|unclassified	535.0831462735
UniClust90_1939-NBNLDBDH_00316	534.2333680099
UniClust90_1939-NBNLDBDH_00316|unclassified	534.2333680099
UniClust90_1930-OEGKNLDM_01888	531.3677172927
UniClust90_1930-OEGKNLDM_01888|unclassified	531.3677172927
UniRef90_A0A0U1CS47	531.3677172927
UniRef90_A0A0U1CS47|unclassified	531.3677172927
UniClust90_1878-PJAOOBFH_03570	531.3470028175
UniClust90_1878-PJAOOBFH_03570|unclassified	531.3470028175
UniRef90_A0A415N4Z1	528.2608369906
UniRef90_A0A415N4Z1|unclassified	528.2608369906
UniClust90_78600-ACEGBPIP_00385	527.3908073256
UniClust90_78600-ACEGBPIP_00385|unclassified	527.3908073256
UniClust90_1455-NACALEBA_00570	526.7065969655
UniClust90_1455-NACALEBA_00570|unclassified	526.7065969655
UniRef90_A6L565	524.8970232242
UniRef90_A6L565|unclassified	524.8970232242
UniClust90_40732-CEHJHGOG_00525	524.1622174366
UniClust90_40732-CEHJHGOG_00525|unclassified	524.1622174366
UniRef90_S3YI06	519.8662515504
UniRef90_S3YI06|unclassified	519.8662515504
UniClust90_49997-LFMILECE_00405	517.6254487420
UniClust90_49997-LFMILECE_00405|unclassified	517.6254487420
UniClust90_4673-DNBHLECP_00429	517.3021586642
UniClust90_4673-DNBHLECP_00429|unclassified	517.3021586642
UniRef90_Q8A9C2	513.2540185553
UniRef90_Q8A9C2|unclassified	513.2540185553
UniRef90_F3PU20	513.2469480164
UniRef90_F3PU20|unclassified	513.2469480164
UniClust90_42083-ACPKOMKP_02531	513.2012996075
UniClust90_42083-ACPKOMKP_02531|unclassified	513.2012996075
UniClust90_63182-EGMEDAFH_01251	513.2012996075
UniClust90_63182-EGMEDAFH_01251|unclassified	513.2012996075
UniClust90_2278-KKMAFLPD_00366	508.8521360515
UniClust90_2278-KKMAFLPD_00366|unclassified	508.8521360515
UniRef90_A0A0P0M5X8	506.8857115381
UniRef90_A0A0P0M5X8|unclassified	506.8857115381
UniClust90_4741-EGAFIACF_04396	506.5883262330
UniClust90_4741-EGAFIACF_04396|unclassified	506.5883262330
UniRef90_UPI00097D15D4	504.9211182487
UniRef90_UPI00097D15D4|unclassified	504.9211182487
UniClust90_6141-EPLOAIGP_01757	504.5760676813
UniClust90_6141-EPLOAIGP_01757|unclassified	504.5760676813
UniRef90_UNK1835-CHPLNFGI_00907	501.7544508672
UniRef90_UNK1835-CHPLNFGI_00907|unclassified	501.7544508672
UniClust90_15159-EBPGLOAP_01375	500.3712671173
UniClust90_15159-EBPGLOAP_01375|unclassified	500.3712671173
UniClust90_2302-HNBICMIK_00644	500.3712671173
UniClust90_2302-HNBICMIK_00644|unclassified	500.3712671173
UniClust90_4826-NMCHBCPO_01905	500.3712671173
UniClust90_4826-NMCHBCPO_01905|unclassified	500.3712671173
UniRef90_A0A116MR50	500.3712671173
UniRef90_A0A116MR50|unclassified	500.3712671173
UniRef90_A0A3D4QPX8	500.3712671173
UniRef90_A0A3D4QPX8|unclassified	500.3712671173
UniRef90_A0A405FTH9	500.3712671173
UniRef90_A0A405FTH9|unclassified	500.3712671173
UniRef90_B0P5R4	500.3712671173
UniRef90_B0P5R4|unclassified	500.3712671173
UniRef90_A0A174S112	497.0581714008
UniRef90_A0A174S112|unclassified	497.0581714008
UniRef90_A0A0E9G982	496.8378400630
UniRef90_A0A0E9G982|unclassified	496.8378400630
UniRef90_A0A139K2U9	496.7094210941
UniRef90_A0A139K2U9|unclassified	496.7094210941
UniRef90_W6PCV4	496.4587565627
UniRef90_W6PCV4|unclassified	496.4587565627
UniRef90_A0A408EA95	496.2359673890
UniRef90_A0A408EA95|unclassified	496.2359673890
UniClust90_69981-LPDCKLMI_00895	495.5710138143
UniClust90_69981-LPDCKLMI_00895|unclassified	495.5710138143
UniRef90_A0A139JWZ8	493.9417614961
UniRef90_A0A139JWZ8|unclassified	493.9417614961
UniRef90_A0A449PM13	493.6684970597
UniRef90_A0A449PM13|unclassified	493.6684970597
UniRef90_A0A412Q892	493.1345858810
UniRef90_A0A412Q892|unclassified	493.1345858810
UniRef90_A0A0P0LH34	492.8216711576
UniRef90_A0A0P0LH34|unclassified	492.8216711576
UniRef90_UNK36997-HABJADAI_02294	492.1684594596
UniRef90_UNK36997-HABJADAI_02294|unclassified	492.1684594596
UniRef90_W6NZ25	492.1684594596
UniRef90_W6NZ25|unclassified	492.1684594596
UniRef90_A0A0P0F1L8	491.2992207882
UniRef90_A0A0P0F1L8|unclassified	491.2992207882
UniRef90_A0A3E4N3Z3	489.9857676828
UniRef90_A0A3E4N3Z3|unclassified	489.9857676828
UniClust90_1934-OOMCKDKL_03668	488.9084992877
UniClust90_1934-OOMCKDKL_03668|unclassified	488.9084992877
UniRef90_A0A174C2D7	488.7977080210
UniRef90_A0A174C2D7|unclassified	488.7977080210
UniClust90_1797-OAHNJPKH_01852	488.2399004527
UniClust90_1797-OAHNJPKH_01852|unclassified	488.2399004527
UniClust90_15015-MNJMAEDN_00333	488.1670898705
UniClust90_15015-MNJMAEDN_00333|unclassified	488.1670898705
UniClust90_4572-FIDNHDDI_01808	488.1670898705
UniClust90_4572-FIDNHDDI_01808|unclassified	488.1670898705
UniClust90_6961-EHOKEMGO_02856	488.1670898705
UniClust90_6961-EHOKEMGO_02856|unclassified	488.1670898705
UniRef90_A0A3S4ISP4	488.1670898705
UniRef90_A0A3S4ISP4|unclassified	488.1670898705
UniClust90_1416-PFJGKDNH_00285	484.2302585006
UniClust90_1416-PFJGKDNH_00285|unclassified	484.2302585006
UniClust90_42083-ACPKOMKP_00833	483.5193287824
UniClust90_42083-ACPKOMKP_00833|unclassified	483.5193287824
UniClust90_40184-ABALLAKF_00411	480.3564164326
UniClust90_40184-ABALLAKF_00411|unclassified	480.3564164326
UniClust90_4877-JIDFMLNF_01992	480.3564164326
UniClust90_4877-JIDFMLNF_01992|unclassified	480.3564164326
UniClust90_7753-JOJJAHNA_02181	480.3564164326
UniClust90_7753-JOJJAHNA_02181|unclassified	480.3564164326
UniRef90_A0A3G2C7N5	480.3564164326
UniRef90_A0A3G2C7N5|unclassified	480.3564164326
UniClust90_1828-FAHBPBDB_01846	479.7670672521
UniClust90_1828-FAHBPBDB_01846|unclassified	479.7670672521
UniRef90_A0A180FHJ0	477.7426369011
UniRef90_A0A180FHJ0|unclassified	477.7426369011
UniRef90_A0A1V5J6D9	476.5440639212
UniRef90_A0A1V5J6D9|unclassified	476.5440639212
UniRef90_A0A108THE8	475.6889082501
UniRef90_A0A108THE8|unclassified	475.6889082501
UniRef90_A0A0P0M5V9	475.5350360464
UniRef90_A0A0P0M5V9|unclassified	475.5350360464
UniClust90_15211-NFIINBHD_00794	472.7917484573
UniClust90_15211-NFIINBHD_00794|unclassified	472.7917484573
UniRef90_T2JPW6	472.7917484573
UniRef90_T2JPW6|unclassified	472.7917484573
UniClust90_1878-HHDFHIHC_03144	471.4734234567
UniClust90_1878-HHDFHIHC_03144|unclassified	471.4734234567
UniClust90_15272-PIMMBMJO_00350	469.0980629224
UniClust90_15272-PIMMBMJO_00350|unclassified	469.0980629224
UniClust90_16986-CEBGMLDC_00781	469.0980629224
UniClust90_16986-CEBGMLDC_00781|unclassified	469.0980629224
UniClust90_41731-GPMIJFLE_00997	469.0980629224
UniClust90_41731-GPMIJFLE_00997|unclassified	469.0980629224
UniRef90_A0A133ZJ74	469.0980629224
UniRef90_A0A133ZJ74|unclassified	469.0980629224
UniRef90_UNK16986-CEBGMLDC_00781	469.0980629224
UniRef90_UNK16986-CEBGMLDC_00781|unclassified	469.0980629224
UniRef90_I9S795	468.3277869570
UniRef90_I9S795|unclassified	468.3277869570
UniClust90_83646-MPMAMGJJ_01679	465.4616438300
UniClust90_83646-MPMAMGJJ_01679|unclassified	465.4616438300
UniRef90_A0A417FT41	465.4616438300
UniRef90_A0A417FT41|unclassified	465.4616438300
UniRef90_B3JDZ6	464.8978658163
UniRef90_B3JDZ6|unclassified	464.8978658163
UniRef90_A0A0J9I2L5	463.5083136280
UniRef90_A0A0J9I2L5|unclassified	463.5083136280
UniRef90_A0A0P0FBJ1	463.0728903381
UniRef90_A0A0P0FBJ1|unclassified	463.0728903381
UniClust90_40817-BJFIOJPJ_01307	462.6325291359
UniClust90_40817-BJFIOJPJ_01307|unclassified	462.6325291359
UniRef90_UNK35746-LGCFINOA_01989	461.8811696467
UniRef90_UNK35746-LGCFINOA_01989|unclassified	461.8811696467
UniRef90_A0A174JDR5	461.4333311782
UniRef90_A0A174JDR5|unclassified	461.4333311782
UniClust90_43257-AJKPMADD_00933	458.3553591914
UniClust90_43257-AJKPMADD_00933|unclassified	458.3553591914
UniClust90_79687-GEABBFIB_02967	458.3553591914
UniClust90_79687-GEABBFIB_02967|unclassified	458.3553591914
UniRef90_A0A0D0SDV4	458.3553591914
UniRef90_A0A0D0SDV4|unclassified	458.3553591914
UniClust90_2302-MICHJBCD_01687	457.6383842804
UniClust90_2302-MICHJBCD_01687|unclassified	457.6383842804
UniRef90_A0A180FPJ6	456.6389702948
UniRef90_A0A180FPJ6|unclassified	456.6389702948
UniClust90_35718-KPPPFOBH_00135	454.8829701066
UniClust90_35718-KPPPFOBH_00135|unclassified	454.8829701066
UniClust90_40607-CHPJOJHL_01936	454.8829701066
UniClust90_40607-CHPJOJHL_01936|unclassified	454.8829701066
UniClust90_72997-GBAOEBMO_00629	454.8829701066
UniClust90_72997-GBAOEBMO_00629|unclassified	454.8829701066
UniClust90_40196-IMDDKGIM_01010	454.1025910191
UniClust90_40196-IMDDKGIM_01010|unclassified	454.1025910191
UniRef90_A0A0P0M522	451.6309866695
UniRef90_A0A0P0M522|unclassified	451.6309866695
UniClust90_87130-BLEPMJCG_00888	451.6223677421
UniClust90_87130-BLEPMJCG_00888|unclassified	451.6223677421
UniClust90_37021-NCKIDCJK_00769	451.4627973990
UniClust90_37021-NCKIDCJK_00769|unclassified	451.4627973990
UniClust90_94881-NMCKOOBA_00142	451.4627973990
UniClust90_94881-NMCKOOBA_00142|unclassified	451.4627973990
UniRef90_A0A174TBW0	451.4627973990
UniRef90_A0A174TBW0|unclassified	451.4627973990
UniRef90_A0A373STG0	451.4627973990
UniRef90_A0A373STG0|unclassified	451.4627973990
UniRef90_UNK15099-GCHPBACJ_00282	451.4627973990
UniRef90_UNK15099-GCHPBACJ_00282|unclassified	451.4627973990
UniClust90_1823-LBAPFPKA_01013	449.7624796837
UniClust90_1823-LBAPFPKA_01013|unclassified	449.7624796837
UniClust90_4877-NNNOHJEM_01869	448.0936720453
UniClust90_4877-NNNOHJEM_01869|unclassified	448.0936720453
UniClust90_6576-BKDPBOFF_00636	448.0936720453
UniClust90_6576-BKDPBOFF_00636|unclassified	448.0936720453
UniClust90_35515-MKBOJGGG_01201	444.7744596598
UniClust90_35515-MKBOJGGG_01201|unclassified	444.7744596598
UniClust90_1899-GJHFOBPN_00746	444.5254150469
UniClust90_1899-GJHFOBPN_00746|unclassified	444.5254150469
UniClust90_14893-CIBMCJFG_01203	444.3911278182
UniClust90_14893-CIBMCJFG_01203|unclassified	444.3911278182
UniClust90_2290-IIDOJGPB_01671	441.5040592211
UniClust90_2290-IIDOJGPB_01671|unclassified	441.5040592211
UniClust90_2296-FDJIIFNO_00854	441.5040592211
UniClust90_2296-FDJIIFNO_00854|unclassified	441.5040592211
UniRef90_A0A1Q6RT48	441.5040592211
UniRef90_A0A1Q6RT48|unclassified	441.5040592211
UniRef90_B9YBY3	441.3260860173
UniRef90_B9YBY3|unclassified	441.3260860173
UniClust90_35725-LOMJFFOD_01944	441.1093949231
UniClust90_35725-LOMJFFOD_01944|unclassified	441.1093949231
UniRef90_B5CSV1	441.0303254761
UniRef90_B5CSV1|unclassified	441.0303254761
UniClust90_15102-GAOHJENJ_00164	438.3339486809
UniClust90_15102-GAOHJENJ_00164|unclassified	438.3339486809
UniClust90_41409-MHGACILG_02199	438.2814018545
UniClust90_41409-MHGACILG_02199|unclassified	438.2814018545
UniClust90_4448-LFEPFNDE_01287	438.2814018545
UniClust90_4448-LFEPFNDE_01287|unclassified	438.2814018545
UniRef90_A0A108T8A9	438.0464119289
UniRef90_A0A108T8A9|unclassified	438.0464119289
UniClust90_15111-NDHMDHJA_00656	437.3874712563
UniClust90_15111-NDHMDHJA_00656|unclassified	437.3874712563
UniRef90_A0A174RFL8	431.9561989743
UniRef90_A0A174RFL8|unclassified	431.9561989743
UniRef90_A0A379MPZ0	431.8927297441
UniRef90_A0A379MPZ0|unclassified	431.8927297441
UniClust90_35616-AHAHKMKE_01410	430.5153876797
UniClust90_35616-AHAHKMKE_01410|unclassified	430.5153876797
UniClust90_27790-LJKHEBMP_02390	430.4324260813
UniClust90_27790-LJKHEBMP_02390|unclassified	430.4324260813
UniClust90_40817-FDKLBMFA_00117	429.2722531201
UniClust90_40817-FDKLBMFA_00117|unclassified	429.2722531201
UniClust90_15368-LCFGBNGK_00323	428.8896575291
UniClust90_15368-LCFGBNGK_00323|unclassified	428.8896575291
UniClust90_21455-GFEGNNBJ_02376	428.8896575291
