	Abundance
tRNA(Lys)	18.7508598574
L-Lysyl-tRNA	18.7508598574
Mannitol	35.8705062182
D-Mannitol 1-phosphate	35.8705062182
trans-Hexadec-2-enoyl-CoA	17.9110355093
Octanoyl-CoA	17.9110355093
trans-Oct-2-enoyl-CoA	17.9110355093
Lauroyl-CoA	17.9110355093
2-trans-Dodecenoyl-CoA	17.9110355093
Tetradecanoyl-CoA	17.9110355093
trans-Tetradec-2-enoyl-CoA	17.9110355093
Hexanoyl-CoA	17.9110355093
trans-Hex-2-enoyl-CoA	17.9110355093
Decanoyl-CoA	17.9110355093
trans-Dec-2-enoyl-CoA	17.9110355093
tRNA(Met)	31.3018556276
L-Selenomethionine	24.781154190499997
Selenomethionyl-tRNA(Met)	15.6509278138
5'-Phosphoribosyl-N-formylglycinamide	15.0557325411
2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	15.0557325411
5-Methyltetrahydrofolate	9.1302263767
5-Methyltetrahydropteroyltri-L-glutamate	9.1302263767
Tetrahydropteroyltri-L-glutamate	9.1302263767
Primary alcohol	5.6897832582
Ethanol	5.6897832582
Butanal	5.6897832582
3,4-Dihydroxyphenylethyleneglycol	5.6897832582
3,4-Dihydroxymandelaldehyde	5.6897832582
trans-3-Chloro-2-propene-1-ol	5.6897832582
trans-3-Chloroallyl aldehyde	5.6897832582
cis-3-Chloro-2-propene-1-ol	5.6897832582
cis-3-Chloroallyl aldehyde	5.6897832582
1-Hydroxymethylnaphthalene	5.6897832582
1-Naphthaldehyde	5.6897832582
(2-Naphthyl)methanol	5.6897832582
2-Naphthaldehyde	5.6897832582
