# Reaction HUMAnN v4.0.0.alpha.1	SRR7947187_merged
OROTATE-REDUCTASE-NADH-RXN	9.1535502495
HOMOSERKIN-RXN	9.1227802367
UROCANATE-HYDRATASE-RXN	9.1136706532
RXN-17121	9.0894443744
UNDECAPRENOL-KINASE-RXN	9.0456806875
RXN-11835	9.0167659892
RXN-7682	8.9804347883
RXN-8751	8.9804347883
RXN-8752	8.9804347883
RXN-8753	8.9804347883
RXN0-901	8.9804347883
RXN-8340	8.9524112666
CHEBDEAMID-RXN	8.9373694677
FERRIC-CHELATE-REDUCTASE-RXN	8.9285714286
RXN-20768	8.9285714286
PROPANEDIOL-DEHYDRATASE-RXN	8.9274047625
RXN-21079	8.9274047625
2.3.1.184-RXN	8.7831920384
RXN-10020	8.7831920384
RXN-10022	8.7831920384
RXN-10023	8.7831920384
RXN-10024	8.7831920384
RXN-10025	8.7831920384
RXN-10026	8.7831920384
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	8.7670611628
3.2.1.52-RXN	8.7567415651
RXN-12625	8.7567415651
RXN-12626	8.7567415651
RXN-18082	8.7567415651
RXN-21432	8.7567415651
RXN0-5226	8.7567415651
2-NITROPROPANE-DIOXYGENASE-RXN	8.7554911941
RXN-16322	8.7554911941
FRUCTOKINASE-RXN	8.7539285000
RXN-19915	8.7539285000
GUANINE-DEAMINASE-RXN	8.7472253450
RXN-15261	8.7472253450
RXN-14971	8.7439589119
RXN-15378	8.7439589119
RXN-21393	8.7439589119
RXN-21394	8.7439589119
RXN1YI0-14	8.7439589119
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	8.7439589119
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	8.7439589119
RXN-16427	8.7228897563
RXN-21295	8.7228897563
RXN-21601	8.7228897563
RXN0-262	8.7228897563
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	8.6159536370
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	8.5804960656
ORNDECARBOX-RXN	8.5675652544
3.1.21.2-RXN	8.4178218853
2.6.1.37-RXN	8.3732373792
RXN-11588	8.3309266002
--LIMONENE-6-MONOOXYGENASE-RXN	8.3259794865
NICONUCADENYLYLTRAN-RXN	8.3199488216
ATPASE-RXN	8.2997069326
NUCLEOSIDE-TRIPHOSPHATASE-RXN	8.2997069326
RXN-12195	8.2997069326
RXN-12196	8.2997069326
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	8.2959520283
RXN-8850	8.2793106029
THRESYN-RXN	8.2693878811
ALANINE-DEHYDROGENASE-RXN	8.2288533676
PYFLAVOXRE-RXN	8.2143516618
PYRUFLAVREDUCT-RXN	8.2143516618
RXN-19748	8.2080216406
ARYLSULFAT-RXN	8.1530951721
RXN-20165	8.1530951721
RXN-12752	8.1043890257
RXN-13142	8.1043890257
2.3.1.41-RXN	8.0849234760
RXN-20947	8.0849234760
RXN-9632	8.0849234760
RXN-9648	8.0849234760
RXN-9650	8.0849234760
RXN-9651	8.0849234760
RXN-9652	8.0849234760
RXN-9653	8.0849234760
RXN-9654	8.0849234760
RXN1G-368	8.0849234760
RXN1G-445	8.0849234760
RHAMNULOKIN-RXN	8.0834650589
RIBOSYLHOMOCYSTEINASE-RXN	8.0567802313
RXN-12014	8.0440503449
1.18.1.2-RXN	8.0380350928
PSERPHOSPHA-RXN	7.9727466609
RXN0-5114	7.9727466609
ACECOATRANS-RXN	7.9589523669
R8-RXN	7.9589523669
RXN-15727	7.9589523669
3.2.1.18-RXN	7.9500409576
ACETYLORNTRANSAM-RXN	7.9236315380
RXN-15007	7.9236315380
RXN-14089	7.9180787172
RXN-11637	7.9059031324
AMINOCYL-TRNA-HYDROLASE-RXN	7.8877660831
RXN-12460	7.8877660831
RXN-16637	7.8877660831
2-DEHYDROPANTOATE-REDUCT-RXN	7.8817257913
TSA-REDUCT-RXN	7.8618925650
GLUTRNAREDUCT-RXN	7.7945001699
RXN-11319	7.7868107803
GCVP-RXN	7.7833974707
DARABISOM-RXN	7.7610950841
RXN-14969	7.7610950841
R601-RXN	7.7095383917
RXN-14963	7.7095383917
RXN-14970	7.7095383917
RXN-21414	7.7095383917
RXN-11834	7.6827508119
3.2.1.96-RXN	7.6734447992
RXN0-1602	7.6694969589
RXN0-1603	7.6694969589
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	7.6461674848
RXN0-6550	7.6461674848
AMYLOMALT-RXN	7.6165223192
RXN-12193	7.6165223192
RXN-12391	7.6165223192
RXN-14260	7.6165223192
RXN-14261	7.6165223192
RXN-14354	7.6165223192
RXN-1828	7.6165223192
RXN-9023	7.6165223192
RXN-13202	7.6138453089
RXN-9985	7.5943772702
ISPH2-RXN	7.5448051506
RXN0-884	7.5448051506
3-NUCLEOTID-RXN	7.5231919535
RXN-14090	7.5231919535
RXN-14115	7.5231919535
RXN-14124	7.5231919535
RXN-14126	7.5231919535
DCMP-DEAMINASE-RXN	7.4914464111
HISTAMINOTRANS-RXN	7.4909148080
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	7.4475375717
RXN-11837	7.4327084047
RIBITOL-2-DEHYDROGENASE-RXN	7.4137986131
RXN-12472	7.3737804989
4.3.1.15-RXN	7.3672533444
GCVT-RXN	7.3351967931
RXN-969	7.3267384667
S-2-HYDROXY-ACID-OXIDASE-RXN	7.3267384667
RXN-15294	7.3195075968
ANTHRANSYN-RXN	7.3150590355
ACNEULY-RXN	7.3123520788
RXN-15313	7.3123520788
CYTIDINEKIN-RXN	7.3122731181
URIDINEKIN-RXN	7.3122731181
URKI-RXN	7.3122731181
RXN0-5306	7.2852947157
EXOPOLYPHOSPHATASE-RXN	7.2828667572
FOLYLPOLYGLUTAMATESYNTH-RXN	7.2497439774
FORMYLTHFGLUSYNTH-RXN	7.2497439774
RXN-6341	7.2497439774
RXN0-2921	7.2497439774
DEPHOSPHOCOAKIN-RXN	7.2453061457
RXN-11601	7.2379441845
RXN-14571	7.2138674755
NQOR-RXN	7.2121477236
RXN-12303	7.2121477236
RXN-19671	7.2121477236
RXN1YI0-16	7.2121477236
2.5.1.42-RXN	7.1932652096
RXN-7637	7.1664315129
IMPCYCLOHYDROLASE-RXN	7.1541198760
RXN0-1483	7.1452270778
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	7.1390817807
DIACYLGLYKIN-RXN	7.1381922675
3.2.1.3-RXN	7.1035237649
RXN-9024	7.1035237649
DEOXYRIBOSE-P-ALD-RXN	7.0850125093
RXN-14992	7.0335946833
3.1.1.64-RXN	6.9913429467
CARBOXYLESTERASE-RXN	6.9913429467
RETINYL-PALMITATE-ESTERASE-RXN	6.9913429467
RXN-10711	6.9913429467
RXN-10767	6.9913429467
RXN-12252	6.9913429467
RXN-12575	6.9913429467
RXN18C3-61	6.9913429467
RXNQT-4366	6.9913429467
MALIC-NADP-RXN	6.9762812103
CARBOXYMETHYLENEBUTENOLIDASE-RXN	6.9379726034
DIENELACHYDRO-RXN	6.9379726034
RXN-9857	6.9379726034
RXN-9868	6.9379726034
RXN-9887	6.9379726034
RXN-9890	6.9379726034
PHOSPHAGLYPSYN-RXN	6.9290486288
RXN0-5204	6.9281967897
RXN-15083	6.9208511171
RXN-15143	6.9208511171
TRANS-RXN-153A	6.9208511171
TRANS-RXN-157	6.9208511171
TRANS-RXN0-540	6.9208511171
PEPSYNTH-RXN	6.8939597768
N-ACYLMANNOSAMINE-KINASE-RXN	6.8829983652
NANK-RXN	6.8829983652
3.4.11.4-RXN	6.8764397523
ETHAMLY-RXN	6.8589871565
SUCCDIAMINOPIMDESUCC-RXN	6.8194894659
UDPNACETYLMURAMATEDEHYDROG-RXN	6.8150518536
AZOBENZENE-REDUCTASE-RXN	6.7835251259
DTDPDEHYDRHAMEPIM-RXN	6.7814418536
PHOSPHASERDECARB-RXN	6.7297632717
ADDALT-RXN	6.7183087171
ADENODEAMIN-RXN	6.7183087171
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	6.6976953453
5.3.1.17-RXN	6.6643135673
BIOTINLIG-RXN	6.6577101689
RXN0-7192	6.6577101689
RXN0-20	6.6362160111
TRANS-RXN-334	6.6213056367
1.2.7.4-RXN	6.5382281826
LTARTDEHYDRA-RXN	6.5374025160
RXN-16788	6.5261198762
RXN-19310	6.5261198762
RXN-19313	6.5261198762
RXN-19314	6.5261198762
RXN-19315	6.5261198762
RXN-19319	6.5261198762
RXN-19320	6.5261198762
RXN-19322	6.5261198762
RXN-19323	6.5261198762
RXN-19324	6.5261198762
RXN-19326	6.5261198762
RXN-8770	6.5261198762
2.3.1.89-RXN	6.4918847691
TYROSINE--TRNA-LIGASE-RXN	6.4732043874
H2PTEROATESYNTH-RXN	6.4718819460
SHIKIMATE-5-DEHYDROGENASE-RXN	6.4498250197
RXN0-2605	6.4101611327
PNKIN-RXN	6.3896468897
PYRAMKIN-RXN	6.3896468897
PYRIDOXKIN-RXN	6.3896468897
RXN-11602	6.3671392763
RXN-14347	6.3605846395
GTP-CYCLOHYDRO-I-RXN	6.3573293545
3.2.1.14-RXN	6.3343256624
RXN0-743	6.3148389990
2.8.1.6-RXN	6.3004168150
RXN-12462	6.2939376396
3.2.1.35-RXN	6.2764869557
RXN-11618	6.2764869557
RXN-11620	6.2764869557
1.5.1.20-RXN	6.2447628261
RIBULOKIN-RXN	6.2234380093
RXN0-5116	6.2234380093
RXN-14455	6.2130204033
TRANS-RXN0-207	6.2130204033
5.1.3.9-RXN	6.2106882664
NANE-RXN	6.2106882664
ADOMET-DMK-METHYLTRANSFER-RXN	6.2074558107
RXN-11046	6.2074558107
RXN-14177	6.2074558107
RXN-19667	6.2074558107
RXN-9191	6.2074558107
RXN-9205	6.2074558107
RXN-9220	6.2074558107
RXN-9361	6.2074558107
RXN-9362	6.2074558107
RXN-9363	6.2074558107
RXN-9366	6.2074558107
METHYLMALONYL-COA-MUT-RXN	6.1857781311
5.4.1.2-RXN	6.1565457354
2.7.7.13-RXN	6.1389118987
MCPMETEST-RXN	6.1343710463
R15-RXN	6.0975784142
RXN-14147	6.0975784142
RXN-20788	6.0975609756
UDPACYLGLCNACDEACETYL-RXN	6.0975609756
LYSOPHOSPHOLIPASE-RXN	6.0958989895
RXN-15035	6.0958989895
RXN-16225	6.0958989895
RXN-19311	6.0958989895
RXN-19312	6.0958989895
RXN-21069	6.0958989895
RXN0-5126	6.0919905802
3.4.13.18-RXN	6.0419688228
RXN-6622	6.0419688228
RXN0-6974	6.0419688228
RXN0-6975	6.0419688228
RXN0-6976	6.0419688228
RXN0-6977	6.0419688228
RXN0-6978	6.0419688228
RXN0-6979	6.0419688228
RXN0-6980	6.0419688228
RXN0-6981	6.0419688228
RXN0-6982	6.0419688228
RXN0-6983	6.0419688228
RXN0-6984	6.0419688228
RXN0-6985	6.0419688228
RXN0-6987	6.0419688228
RXN0-6988	6.0419688228
PHOSPHOLIPASE-A1-RXN	6.0353968278
RXN-12430	6.0353968278
RXN-20559	6.0353968278
RXN-20560	6.0353968278
RXN0-6952	6.0353968278
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	6.0339808116
RXN-15635	6.0339808116
2.9.1.1-RXN	6.0121136933
DIHYDROFOLATESYNTH-RXN	5.9776430017
CPM-KDOSYNTH-RXN	5.9685039370
SERINE-O-ACETTRAN-RXN	5.9604632835
4.99.1.3-RXN	5.9524949242
1.5.1.34-RXN	5.9443775299
RXN-13909	5.9443775299
RXN-14245	5.9443775299
RXN0-4141	5.9352953926
PHOSCHOL-RXN	5.9128890409
RXN-20531	5.9128890409
RXN-14461	5.8908611689
PREPHENATEDEHYDRAT-RXN	5.8906378372
RXN-17127	5.8454064212
RXN0-1141	5.8454064212
RXN0-5098	5.8454064212
3.4.23.43-RXN	5.8360491936
RXN-19736	5.8294237865
DLACTDEHYDROGNAD-RXN	5.8147669132
MALATE--COA-LIGASE-RXN	5.8139534884
DAPASYN-RXN	5.8093852918
3.6.1.41-RXN	5.7982302173
DIENOYLCOAREDUCT-RXN	5.7885106324
RXN-20994	5.7885106324
RXN-20995	5.7885106324
FERREDOXIN--NAD+-REDUCTASE-RXN	5.7874997597
RXN-12365	5.7874997597
DMBPPRIBOSYLTRANS-RXN	5.7534663085
RXN-19295	5.7534663085
RXN-19298	5.7534663085
RXN-19299	5.7534663085
RXN-19300	5.7534663085
RXN-19301	5.7534663085
RXN-19306	5.7534663085
RXN-19316	5.7534663085
RXN0-6366	5.7492170046
SUPEROX-DISMUT-RXN	5.7398583467
RXN-15479	5.7282024996
PYRUVATE-CARBOXYLASE-RXN	5.6627223599
TREHALA-RXN	5.6470900188
3.1.3.68-RXN	5.6447368421
ACID-PHOSPHATASE-RXN	5.6086527824
THIKIN-RXN	5.6059004995
RIBOFLAVINKIN-RXN	5.5733552297
RXN-18510	5.5733552297
METHIONINE-GAMMA-LYASE-RXN	5.5473073537
RXN-11063	5.5473073537
RXN-11064	5.5473073537
RXN-8668	5.5438048222
RXN-11322	5.5394073067
RXN-14569	5.5330736639
4.1.1.83-RXN	5.5321390415
RXN-20409	5.5321390415
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	5.4851611037
GLUCARDEHYDRA-RXN	5.4598268425
RXN-12086	5.4478180504
RXN-12579	5.4478180504
RXN-21399	5.4478180504
RXN0-7024	5.4162954236
METHYLENETHFDEHYDROG-NADP-RXN	5.4107614347
3-DEHYDROQUINATE-SYNTHASE-RXN	5.3916593752
RXN0-2661	5.3850567948
PYRROLINECARBREDUCT-RXN	5.3700308371
RXN66-546	5.3700308371
GTP-CYCLOHYDRO-II-RXN	5.3620276228
1.5.5.1-RXN-YEAST	5.3598291644
RXN66-550	5.3598291644
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	5.3342522293
2.4.1.135-RXN	5.3237535513
RXN-18601	5.3191489362
RXN-17801	5.3060271409
RXN-21817	5.3060271409
RXN0-5268	5.3060271409
DIAMINOPIMDECARB-RXN	5.2898240700
RXN0-4022	5.2867389564
DCTP-DEAM-RXN	5.2737490344
RXN-14118	5.2737490344
P-PANTOCYSDECARB-RXN	5.2734415848
P-PANTOCYSLIG-RXN	5.2734415848
PEPCARBOX-RXN	5.2728289094
3.1.11.2-RXN	5.2723308896
LIPIDXSYNTHESIS-RXN	5.2600436344
RXN-20786	5.2600436344
ASPAMINOTRANS-RXN	5.2361548955
RXN-11737	5.2361548955
RXN-13697	5.2361548955
GLYOXYLATE-REDUCTASE-NADP+-RXN	5.2356020942
LINOLENOYL-RXN	5.1975874495
R223-RXN	5.1975874495
RXN-12184	5.1975874495
RXN-12978	5.1975874495
RXN-13290	5.1975874495
RXN-13614	5.1975874495
RXN-16380	5.1975874495
RXN-16389	5.1975874495
RXN-16393	5.1975874495
RXN-16401	5.1975874495
RXN-16402	5.1975874495
RXN-16418	5.1975874495
RXN-19751	5.1975874495
RXN-19960	5.1975874495
RXN-20651	5.1975874495
RXN-21443	5.1975874495
RXN-21445	5.1975874495
RXN-21446	5.1975874495
RXN-21447	5.1975874495
RXN-21448	5.1975874495
RXN-21449	5.1975874495
RXN-21450	5.1975874495
RXN-7904	5.1975874495
RXN-9623	5.1975874495
RXN-9644	5.1975874495
RXN-9673	5.1975874495
RXN0-7238	5.1975874495
RXN0-7239	5.1975874495
RXN0-7248	5.1975874495
RXN66-469	5.1975874495
RXN66-477	5.1975874495
RXN66-480	5.1975874495
RXN66-483	5.1975874495
RXN66-484	5.1975874495
TRANS-RXN0-623	5.1975874495
RXN-9489	5.1699796249
RXN-9490	5.1699796249
RXN-9491	5.1699796249
RXN-13141	5.1509724723
RXN0-6727	5.1509724723
2.7.1.90-RXN	5.1427805673
RXN-21730	5.1427805673
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	5.1278155882
4.2.1.58-RXN	5.1278155882
4.2.1.59-RXN	5.1278155882
4.2.1.61-RXN	5.1278155882
RXN-10656	5.1278155882
RXN-10660	5.1278155882
RXN-11477	5.1278155882
RXN-11481	5.1278155882
RXN-13009	5.1278155882
RXN-16619	5.1278155882
RXN-16623	5.1278155882
RXN-16627	5.1278155882
RXN-16631	5.1278155882
RXN-21615	5.1278155882
RXN-21619	5.1278155882
RXN-21623	5.1278155882
RXN-21627	5.1278155882
RXN-21632	5.1278155882
RXN-21636	5.1278155882
RXN-21646	5.1278155882
RXN-21651	5.1278155882
RXN-21656	5.1278155882
RXN-21661	5.1278155882
RXN-21666	5.1278155882
RXN-21671	5.1278155882
RXN-21677	5.1278155882
RXN-21682	5.1278155882
RXN-21687	5.1278155882
RXN-21692	5.1278155882
RXN-21698	5.1278155882
RXN-21703	5.1278155882
RXN-9520	5.1278155882
RXN-9533	5.1278155882
RXN-9537	5.1278155882
RXN-9557	5.1278155882
RXN-9634	5.1278155882
RXN-9655	5.1278155882
RXN0-2144	5.1278155882
RXN1G-320	5.1278155882
KETOACYLCOATHIOL-RXN	5.1189147411
METHYLACETOACETYLCOATHIOL-RXN	5.1189147411
RXN-10699	5.1189147411
RXN-10700	5.1189147411
RXN-10701	5.1189147411
RXN-11246	5.1189147411
RXN-12710	5.1189147411
RXN-12751	5.1189147411
RXN-13617	5.1189147411
RXN-14268	5.1189147411
RXN-14274	5.1189147411
RXN-14277	5.1189147411
RXN-14394	5.1189147411
RXN-14774	5.1189147411
RXN-14788	5.1189147411
RXN-14793	5.1189147411
RXN-14799	5.1189147411
RXN-14803	5.1189147411
RXN-16137	5.1189147411
RXN-17116	5.1189147411
RXN-17778	5.1189147411
RXN-17782	5.1189147411
RXN-17787	5.1189147411
RXN-17791	5.1189147411
RXN-17795	5.1189147411
RXN-17799	5.1189147411
RXN-19800	5.1189147411
RXN-19804	5.1189147411
RXN-20153	5.1189147411
RXN-21225	5.1189147411
RXN-21757	5.1189147411
RXN-21761	5.1189147411
RXN-21768	5.1189147411
RXN-21785	5.1189147411
RXN-21786	5.1189147411
RXN-21787	5.1189147411
PYRIMSYN1-RXN	5.0854135382
2.3.1.128-RXN	5.0816743730
ISOCIT-CLEAV-RXN	5.0761421320
GALACTOACETYLTRAN-RXN	5.0382240175
MANNPISOM-RXN	5.0161375882
GLUTATHIONE-SYN-RXN	4.9840414643
RXN-20401	4.9840414643
RXN-20407	4.9840414643
THYMIDYLATESYN-RXN	4.9676901580
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	4.9642396758
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	4.9642396758
3.2.1.1-RXN	4.9609925862
ALPHA-AMYL-RXN	4.9609925862
RXN-1823	4.9609925862
RXN0-5181	4.9609925862
2.7.11.18-RXN	4.9390243902
TRYPTOPHAN-RXN	4.9245419536
3.2.2.23-RXN	4.9098166322
RXN-18435	4.9098166322
RXN-21266	4.9098166322
RXN-19051	4.9034313068
CYSPH-RXN	4.9019607843
O-SUCCHOMOSERLYASE-RXN	4.9019607843
RXN-18602	4.9019607843
RXN-9384	4.9019607843
2.7.8.25-RXN	4.9017126109
RHAMNISOM-RXN	4.8671768764
RXN-17956	4.8633870057
RXN-17959	4.8633870057
RXN0-6734	4.8633870057
RXN-14377	4.8608891700
RXN-3962	4.8608891700
TEICHOICSYN2-RXN	4.8422288676
RXN0-5038	4.7868178655
RXN0-2441	4.7856607678
PMPOXI-RXN	4.7672016526
PNPOXI-RXN	4.7672016526
GSADENYLATION-RXN	4.7621936860
RXN0-3521	4.7542597211
2.1.1.63-RXN	4.7491070543
RXN-17824	4.7491070543
2.1.3.1-RXN	4.7417940367
PROTOPORGENOXI-RXN	4.6850304809
PYRUVATE-DEHYDROGENASE-NADP+-RXN	4.6689221966
GSPAMID-RXN	4.6435621267
MALONYL-COA-ACP-TRANSACYL-RXN	4.6320002752
RXN-20481	4.6320002752
RXN-20482	4.6320002752
RXN-20490	4.6320002752
RXN-20498	4.6320002752
2.5.1.51-RXN	4.6281433922
ISOCITDEH-RXN	4.6151286394
GART-RXN	4.6148936826
RXN0-17	4.6147588671
2.1.1.131-RXN	4.6089643861
RXN-11598	4.6022014886
DHLAXANAU-RXN	4.5966495532
HALOALKANE-DEHALOGENASE-RXN	4.5966495532
LINB1-RXN	4.5966495532
LINB2-RXN	4.5966495532
RXN-19740	4.5966495532
RXN1G-1435	4.5949416069
RXN1G-1436	4.5949416069
RXN1G-1437	4.5949416069
RXN1G-1438	4.5949416069
RXN1G-1439	4.5949416069
TREHALOSEPHOSPHA-RXN	4.5949416069
ENTDB-RXN	4.5860810609
HOLO-ACP-SYNTH-RXN	4.5860810609
RXN-10674	4.5860810609
RXN-10994	4.5860810609
RXN-15889	4.5860810609
RXN-16759	4.5860810609
RXN-19477	4.5860810609
RXN-19493	4.5860810609
TRANS-RXN-156	4.5853680126
SULFITE-REDUCT-RXN	4.5674047620
RXN-8441	4.5662100457
RXN0-361	4.5662100457
URIDINE-NUCLEOSIDASE-RXN	4.5662100457
LUMAZINESYN-RXN	4.5654473461
RXN-7737	4.5567500873
6.3.2.10-RXN	4.5332113386
UDP-NACMURALGLDAPAALIG-RXN	4.5332113386
2.1.1.64-RXN	4.5140464429
DHHB-METHYLTRANSFER-RXN	4.5140464429
RXN-11758	4.5140464429
RXN-9229	4.5140464429
RXN-9237	4.5140464429
RXN3O-102	4.5140464429
GUANPRIBOSYLTRAN-RXN	4.4975077990
HYPOXANPRIBOSYLTRAN-RXN	4.4975077990
RXN-12610	4.4881999221
RXN-12611	4.4881999221
THI-P-SYN-RXN	4.4881999221
RXN-14900	4.4876159044
RXN-13403	4.4844045323
1.8.4.8-RXN	4.4243183634
RXN-9591	4.4179862134
IMIDPHOSDEHYD-RXN	4.3952484589
ACETYLORNDEACET-RXN	4.3920279471
RXN-7933	4.3920279471
MYO-INOSITOL-2-DEHYDROGENASE-RXN	4.3865875178
SAMDECARB-RXN	4.3681326397
3.1.1.23-RXN	4.3647279455
RXN-15088	4.3647279455
RXN-15089	4.3647279455
RXN-18935	4.3647279455
GUANOSINEKIN-RXN	4.3609617869
INOSINEKIN-RXN	4.3609617869
NITROGENASE-RXN	4.3276701279
RXN-20190	4.3276701279
1.5.1.7-RXN	4.3132120539
4.3.1.21-RXN	4.3111965026
RXN-9310	4.3047744703
RXN-8769	4.2963398262
3.1.1.72-RXN	4.2932305890
RXN-16001	4.2735042735
1.2.7.7-RXN	4.2490344557
2-OXOBUTYRATE-SYNTHASE-RXN	4.2490344557
RXN-19503	4.2490344557
RXN-19534	4.2490344557
SUCCGLUALDDEHYD-RXN	4.2357828964
CDPDIGLYSYN-RXN	4.2180884730
RXN-20524	4.2180884730
RXN0-5515	4.2180884730
RXN-14338	4.2067573536
RXN-14400	4.2063267400
RXN-9995	4.2063267400
RXN-20762	4.1997309448
RXN0-2281	4.1997309448
RXN-11573	4.1936336019
RXN-11574	4.1923878722
PDXJ-RXN	4.1829025339
GLUTATHIONE-REDUCT-NADPH-RXN	4.1726312549
GSDEADENYLATION-RXN	4.1677178579
VALINE-PYRUVATE-AMINOTRANSFER-RXN	4.1248490953
THI-P-KIN-RXN	4.1127951178
FPPSYN-RXN	4.0987435506
PANTEPADENYLYLTRAN-RXN	4.0853016981
CHER-RXN	4.0709819729
PROPIONATE--COA-LIGASE-RXN	4.0650406504
RXN-21753	4.0650406504
BETA-GLUCURONID-RXN	4.0499303238
RXN-15289	4.0499303238
RXN-15291	4.0499303238
GLUTDECARBOX-RXN	4.0376592323
RXN0-6731	4.0099946852
GLYCERONE-KINASE-RXN	4.0091287886
CYTOCHROME-C-PEROXIDASE-RXN	3.9840637450
GLYCPDIESTER-RXN	3.9778470184
RXN-14073	3.9778470184
RXN-14136	3.9778470184
RXN-20556	3.9778470184
RXN-20557	3.9778470184
1.1.99.28-RXN	3.9708130086
2.7.1.121-RXN	3.9264714404
TRNA-CYTIDYLYLTRANSFERASE-RXN	3.9236179572
R345-RXN	3.9215686275
RXN-20784	3.9188495419
TETRAACYLDISACC4KIN-RXN	3.9188495419
RXN-14142	3.9031442829
RXN-14143	3.9031442829
RXN-14161	3.9031442829
RXN0-3741	3.9031442829
RXN0-5292	3.9031442829
RXN0-7020	3.8987566506
RXN-12104	3.8917916253
3.4.13.19-RXN	3.8771716230
RXN-15682	3.8771716230
RXN66-337	3.8771716230
RXN-14469	3.8636622283
RXN-8667	3.8448974297
TRANS-RXN-194	3.8288789379
RXN-10642	3.8263770990
UROGENDECARBOX-RXN	3.8263770990
ASPARTASE-RXN	3.8249381531
RXN-12174	3.8238758697
ASNSYNA-RXN	3.8229874805
UDPGLCNACEPIM-RXN	3.8193133242
RXN0-6575	3.8146901833
MALSYN-RXN	3.8050135144
DIHYDROPYRIMIDINASE-RXN	3.8011563843
RXN-11211	3.8011563843
RXN-11217	3.8011563843
ALKAPHOSPHA-RXN	3.7950867513
RXN-8748	3.7950867513
2.3.1.157-RXN	3.7902415338
DIMETHUROPORDEHYDROG-RXN	3.7776253710
RXN-15204	3.7299798473
ENOYL-COA-HYDRAT-RXN	3.7002788588
METHYLACYLYLCOA-HYDROXY-RXN	3.7002788588
RXN-12567	3.7002788588
RXN-13616	3.7002788588
RXN-14266	3.7002788588
RXN-14272	3.7002788588
RXN-14273	3.7002788588
RXN-16135	3.7002788588
RXN-16558	3.7002788588
RXN-17114	3.7002788588
RXN-17475	3.7002788588
RXN-17776	3.7002788588
RXN-17780	3.7002788588
RXN-17785	3.7002788588
RXN-17789	3.7002788588
RXN-17793	3.7002788588
RXN-17797	3.7002788588
RXN-20675	3.7002788588
RXN-20678	3.7002788588
RXN-21223	3.7002788588
RXN-21755	3.7002788588
RXN-21759	3.7002788588
RXN-21766	3.7002788588
RXN-21779	3.7002788588
RXN-21780	3.7002788588
RXN-21781	3.7002788588
RXN-2425	3.7002788588
RXN0-5393	3.7002788588
TIGLYLCOA-HYDROXY-RXN	3.7002788588
RXN-8348	3.6968954248
RXN-15513	3.6934724780
RXN-8801	3.6839764213
RXN-11667	3.6764705882
RXN-15014	3.6764705882
RXN-20677	3.6764705882
ABC-19-RXN	3.6630036630
3.4.19.11-RXN	3.6404528656
ALANINE-AMINOTRANSFERASE-RXN	3.6353142354
RXN-13698	3.6353142354
BUTYRYL-COA-DEHYDROGENASE-RXN	3.6278817297
PROPCOASYN-RXN	3.6278817297
RXN-13449	3.6278817297
TAGAKIN-RXN	3.6194815287
GSAAMINOTRANS-RXN	3.6189572517
PREPHENATEDEHYDROG-RXN	3.6180811228
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	3.6115295641
1.1.1.8-RXN	3.5842293907
3.4.25.1-RXN	3.5822508574
RXN-12720	3.5771238288
SULFATE-ADENYLYLTRANS-RXN	3.5771238288
1.7.2.3-RXN	3.5650251943
RXN-19618	3.5650251943
RXN-19619	3.5650251943
RXN-15184	3.5587188612
RXN-15185	3.5587188612
TRANS-RXN-167	3.5587188612
RXN-14014	3.5391779480
TRANS-RXN-250	3.5309100321
ORNITHINE-CYCLODEAMINASE-RXN	3.5099702809
NAD-SYNTH-GLN-RXN	3.5054150162
3.4.24.55-RXN	3.4962967927
R341-RXN	3.4951673044
RIBOFLAVINSYNREDUC-RXN	3.4902202219
RXN0-4341	3.4877620506
R165-RXN	3.4796869011
RXN-11860	3.4743039053
RXN-11865	3.4743039053
ABC-7-RXN	3.4712806053
ABC-70-RXN	3.4712806053
METHANOL-DEHYDROGENASE-RXN	3.4629582799
3.2.2.21-RXN	3.4610321722
3.4.21.62-RXN	3.4605249986
O-SUCCINYLBENZOATE-COA-LIG-RXN	3.4507010882
RXN-16324	3.4501467360
RFFTRANS-RXN	3.4468795325
CDPDIGLYPYPHOSPHA-RXN	3.4316822033
2.1.1.133-RXN	3.4199964434
GLYCEROL-DEHYDRATASE-RXN	3.4062702868
GLYCERATE-DEHYDROGENASE-RXN	3.3554378197
