# Reaction HUMAnN v4.0.0.alpha.1	SRR7947171_1
TUBULIN-N-ACETYLTRANSFERASE-RXN	1.6339869281
TUBULIN-N-ACETYLTRANSFERASE-RXN|unclassified	1.6339869281
RXN0-6998	1.6286644951
RXN0-6998|unclassified	1.6286644951
2.7.1.90-RXN	1.6260162602
2.7.1.90-RXN|unclassified	1.6260162602
RXN-21730	1.6260162602
RXN-21730|unclassified	1.6260162602
PEPSYNTH-RXN	1.6247948752
PEPSYNTH-RXN|unclassified	1.6247948752
3.1.11.3-RXN	1.6181229773
3.1.11.3-RXN|unclassified	1.6181229773
RXN-11836	1.6105177480
RXN-11836|unclassified	1.6105177480
CHORISMATE-SYNTHASE-RXN	1.5898251192
CHORISMATE-SYNTHASE-RXN|unclassified	1.5898251192
SUCCDIAMINOPIMDESUCC-RXN	1.5898251192
SUCCDIAMINOPIMDESUCC-RXN|unclassified	1.5898251192
RXN-12268	1.5873015873
RXN-12268|unclassified	1.5873015873
TAGAKIN-RXN	1.5833743425
TAGAKIN-RXN|unclassified	1.5833743425
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	1.5790734026
GLUTAMATE-FORMIMINOTRANSFERASE-RXN|unclassified	1.5790734026
RXN-20716	1.5790734026
RXN-20716|unclassified	1.5790734026
2.1.3.1-RXN	1.5788844294
2.1.3.1-RXN|unclassified	1.5788844294
PYRUVATE-CARBOXYLASE-RXN	1.5788844294
PYRUVATE-CARBOXYLASE-RXN|unclassified	1.5788844294
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	1.5723270440
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN|unclassified	1.5723270440
ENZRXN-201-RXN	1.5723270440
ENZRXN-201-RXN|unclassified	1.5723270440
RXN-10717	1.5723270440
RXN-10717|unclassified	1.5723270440
RXN-12299	1.5723270440
RXN-12299|unclassified	1.5723270440
RXN-12484	1.5723270440
RXN-12484|unclassified	1.5723270440
RXN-14023	1.5723270440
RXN-14023|unclassified	1.5723270440
RXN0-7154	1.5723270440
RXN0-7154|unclassified	1.5723270440
RXN-19911	1.5698587127
RXN-19911|unclassified	1.5698587127
RXN0-7013	1.5698587127
RXN0-7013|unclassified	1.5698587127
RXN-17954	1.5649452269
RXN-17954|unclassified	1.5649452269
RXN-17957	1.5649452269
RXN-17957|unclassified	1.5649452269
RXN0-6732	1.5649452269
RXN0-6732|unclassified	1.5649452269
BETA-PHOSPHOGLUCOMUTASE-RXN	1.5558467082
BETA-PHOSPHOGLUCOMUTASE-RXN|unclassified	1.5558467082
MHPELY-RXN	1.5435344519
MHPELY-RXN|unclassified	1.5435344519
5.1.1.11-RXN	1.5350799864
5.1.1.11-RXN|unclassified	1.5350799864
CPM-KDOSYNTH-RXN	1.5243902439
CPM-KDOSYNTH-RXN|unclassified	1.5243902439
RXN-12480	1.5243902439
RXN-12480|unclassified	1.5243902439
DARABKIN-RXN	1.5198656395
DARABKIN-RXN|unclassified	1.5198656395
FUCULOKIN-RXN	1.5198656395
FUCULOKIN-RXN|unclassified	1.5198656395
2.1.1.131-RXN	1.5197568389
2.1.1.131-RXN|unclassified	1.5197568389
SPERMINE-SYNTHASE-RXN	1.5082956259
SPERMINE-SYNTHASE-RXN|unclassified	1.5082956259
RXN-14692	1.5060240964
RXN-14692|unclassified	1.5060240964
TRANS-RXN-214	1.5037593985
TRANS-RXN-214|unclassified	1.5037593985
QUINOLINATE-SYNTHA-RXN	1.5015015015
QUINOLINATE-SYNTHA-RXN|unclassified	1.5015015015
RXN-11290	1.4992503748
RXN-11290|unclassified	1.4992503748
RXN-14461	1.4970059880
RXN-14461|unclassified	1.4970059880
3.1.13.1-RXN	1.4892255484
3.1.13.1-RXN|unclassified	1.4892255484
RXN0-4222	1.4892255484
RXN0-4222|unclassified	1.4892255484
RXN0-6479	1.4892255484
RXN0-6479|unclassified	1.4892255484
RXN0-6524	1.4892255484
RXN0-6524|unclassified	1.4892255484
RXN0-6525	1.4892255484
RXN0-6525|unclassified	1.4892255484
3.4.24.56-RXN	1.4880952381
3.4.24.56-RXN|unclassified	1.4880952381
ALKAPHOSPHA-RXN	1.4717311858
ALKAPHOSPHA-RXN|unclassified	1.4717311858
RXN-8748	1.4717311858
RXN-8748|unclassified	1.4717311858
3.1.3.16-RXN	1.4684287812
3.1.3.16-RXN|unclassified	1.4684287812
SAICARSYN-RXN	1.4684287812
SAICARSYN-RXN|unclassified	1.4684287812
RXN0-4181	1.4549599633
RXN0-4181|unclassified	1.4549599633
GLYCINE--TRNA-LIGASE-RXN	1.4540599510
GLYCINE--TRNA-LIGASE-RXN|unclassified	1.4540599510
RXN-13158	1.4540427155
RXN-13158|unclassified	1.4540427155
RXN-14986	1.4540427155
RXN-14986|unclassified	1.4540427155
RXNQT-4165	1.4540427155
RXNQT-4165|unclassified	1.4540427155
RXNQT-4168	1.4540427155
RXNQT-4168|unclassified	1.4540427155
RXNQT-4171	1.4540427155
RXNQT-4171|unclassified	1.4540427155
RXNQT-4174	1.4540427155
RXNQT-4174|unclassified	1.4540427155
RXNQT-4178	1.4540427155
RXNQT-4178|unclassified	1.4540427155
3.4.13.18-RXN	1.4506955501
3.4.13.18-RXN|unclassified	1.4506955501
RXN-6622	1.4506955501
RXN-6622|unclassified	1.4506955501
RXN0-6974	1.4506955501
RXN0-6974|unclassified	1.4506955501
RXN0-6975	1.4506955501
RXN0-6975|unclassified	1.4506955501
RXN0-6976	1.4506955501
RXN0-6976|unclassified	1.4506955501
RXN0-6977	1.4506955501
RXN0-6977|unclassified	1.4506955501
RXN0-6978	1.4506955501
RXN0-6978|unclassified	1.4506955501
RXN0-6979	1.4506955501
RXN0-6979|unclassified	1.4506955501
RXN0-6980	1.4506955501
RXN0-6980|unclassified	1.4506955501
RXN0-6981	1.4506955501
RXN0-6981|unclassified	1.4506955501
RXN0-6982	1.4506955501
RXN0-6982|unclassified	1.4506955501
RXN0-6983	1.4506955501
RXN0-6983|unclassified	1.4506955501
RXN0-6984	1.4506955501
RXN0-6984|unclassified	1.4506955501
RXN0-6985	1.4506955501
RXN0-6985|unclassified	1.4506955501
RXN0-6987	1.4506955501
RXN0-6987|unclassified	1.4506955501
RXN0-6988	1.4506955501
RXN0-6988|unclassified	1.4506955501
EXOPOLYPHOSPHATASE-RXN	1.4492753623
EXOPOLYPHOSPHATASE-RXN|unclassified	1.4492753623
NADPYROPHOSPHAT-RXN	1.4492753623
NADPYROPHOSPHAT-RXN|unclassified	1.4492753623
RXN0-4401	1.4492753623
RXN0-4401|unclassified	1.4492753623
7KAPSYN-RXN	1.4489825414
7KAPSYN-RXN|unclassified	1.4489825414
RXN-11484	1.4489825414
RXN-11484|unclassified	1.4489825414
DARABALDOL-RXN	1.4450867052
DARABALDOL-RXN|unclassified	1.4450867052
FUCPALDOL-RXN	1.4450867052
FUCPALDOL-RXN|unclassified	1.4450867052
LXULRU5P-RXN	1.4409221902
LXULRU5P-RXN|unclassified	1.4409221902
3.2.1.37-RXN	1.4313651210
3.2.1.37-RXN|unclassified	1.4313651210
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	1.4306151645
S-FORMYLGLUTATHIONE-HYDROLASE-RXN|unclassified	1.4306151645
RXN-11574	1.4265335235
RXN-11574|unclassified	1.4265335235
RXN-13195	1.4265335235
RXN-13195|unclassified	1.4265335235
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	1.4224751067
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN|unclassified	1.4224751067
RXN-10949	1.4224751067
RXN-10949|unclassified	1.4224751067
RXN-10952	1.4224751067
RXN-10952|unclassified	1.4224751067
RXN-10953	1.4224751067
RXN-10953|unclassified	1.4224751067
RXN-10954	1.4224751067
RXN-10954|unclassified	1.4224751067
RXN-7253	1.4224751067
RXN-7253|unclassified	1.4224751067
RXN0-5408	1.4224751067
RXN0-5408|unclassified	1.4224751067
ADDALT-RXN	1.4204545455
ADDALT-RXN|unclassified	1.4204545455
ADENINE-DEAMINASE-RXN	1.4204545455
ADENINE-DEAMINASE-RXN|unclassified	1.4204545455
ADENODEAMIN-RXN	1.4204545455
ADENODEAMIN-RXN|unclassified	1.4204545455
2.7.7.13-RXN	1.4166222236
2.7.7.13-RXN|unclassified	1.4166222236
MANNPGUANYLTRANGDP-RXN	1.4166222236
MANNPGUANYLTRANGDP-RXN|unclassified	1.4166222236
D-ALANINE-AMINOTRANSFERASE-RXN	1.4084507042
D-ALANINE-AMINOTRANSFERASE-RXN|unclassified	1.4084507042
PGLUCONDEHYDRAT-RXN	1.4013343417
PGLUCONDEHYDRAT-RXN|unclassified	1.4013343417
CDPDIGLYSYN-RXN	1.3986013986
CDPDIGLYSYN-RXN|unclassified	1.3986013986
RXN-20524	1.3986013986
RXN-20524|unclassified	1.3986013986
RXN0-5515	1.3986013986
RXN0-5515|unclassified	1.3986013986
OXALOACETATE-TAUTOMERASE-RXN	1.3947001395
OXALOACETATE-TAUTOMERASE-RXN|unclassified	1.3947001395
RXN-11588	1.3927576602
RXN-11588|unclassified	1.3927576602
RXN-16820	1.3908205841
RXN-16820|unclassified	1.3908205841
RXN-18693	1.3908205841
RXN-18693|unclassified	1.3908205841
RXN0-2023	1.3908205841
RXN0-2023|unclassified	1.3908205841
MANNONOXIDOREDUCT-RXN	1.3888888889
MANNONOXIDOREDUCT-RXN|unclassified	1.3888888889
ENOYL-COA-HYDRAT-RXN	1.3869625520
ENOYL-COA-HYDRAT-RXN|unclassified	1.3869625520
METHYLACYLYLCOA-HYDROXY-RXN	1.3869625520
METHYLACYLYLCOA-HYDROXY-RXN|unclassified	1.3869625520
RXN-12567	1.3869625520
RXN-12567|unclassified	1.3869625520
RXN-13616	1.3869625520
RXN-13616|unclassified	1.3869625520
RXN-14266	1.3869625520
RXN-14266|unclassified	1.3869625520
RXN-14272	1.3869625520
RXN-14272|unclassified	1.3869625520
RXN-14273	1.3869625520
RXN-14273|unclassified	1.3869625520
RXN-16135	1.3869625520
RXN-16135|unclassified	1.3869625520
RXN-16558	1.3869625520
RXN-16558|unclassified	1.3869625520
RXN-17114	1.3869625520
RXN-17114|unclassified	1.3869625520
RXN-17475	1.3869625520
RXN-17475|unclassified	1.3869625520
RXN-17776	1.3869625520
RXN-17776|unclassified	1.3869625520
RXN-17780	1.3869625520
RXN-17780|unclassified	1.3869625520
RXN-17785	1.3869625520
RXN-17785|unclassified	1.3869625520
RXN-17789	1.3869625520
RXN-17789|unclassified	1.3869625520
RXN-17793	1.3869625520
RXN-17793|unclassified	1.3869625520
RXN-17797	1.3869625520
RXN-17797|unclassified	1.3869625520
RXN-20675	1.3869625520
RXN-20675|unclassified	1.3869625520
RXN-20678	1.3869625520
RXN-20678|unclassified	1.3869625520
RXN-21223	1.3869625520
RXN-21223|unclassified	1.3869625520
RXN-21755	1.3869625520
RXN-21755|unclassified	1.3869625520
RXN-21759	1.3869625520
RXN-21759|unclassified	1.3869625520
RXN-21766	1.3869625520
RXN-21766|unclassified	1.3869625520
RXN-21779	1.3869625520
RXN-21779|unclassified	1.3869625520
RXN-21780	1.3869625520
RXN-21780|unclassified	1.3869625520
RXN-21781	1.3869625520
RXN-21781|unclassified	1.3869625520
RXN-2425	1.3869625520
RXN-2425|unclassified	1.3869625520
RXN0-5393	1.3869625520
RXN0-5393|unclassified	1.3869625520
TIGLYLCOA-HYDROXY-RXN	1.3869625520
TIGLYLCOA-HYDROXY-RXN|unclassified	1.3869625520
UROCANATE-HYDRATASE-RXN	1.3812154696
UROCANATE-HYDRATASE-RXN|unclassified	1.3812154696
6.3.5.7-RXN	1.3755158184
6.3.5.7-RXN|unclassified	1.3755158184
3.6.3.44-RXN	1.3744266927
3.6.3.44-RXN|unclassified	1.3744266927
RXN-20868	1.3744266927
RXN-20868|unclassified	1.3744266927
TRANS-RXN-220	1.3744266927
TRANS-RXN-220|unclassified	1.3744266927
TRANS-RXN-366	1.3744266927
TRANS-RXN-366|unclassified	1.3744266927
RXN-11600	1.3736263736
RXN-11600|unclassified	1.3736263736
RXN-11601	1.3736263736
RXN-11601|unclassified	1.3736263736
RXN-15203	1.3717421125
RXN-15203|unclassified	1.3717421125
CYTIDINEKIN-RXN	1.3682988919
CYTIDINEKIN-RXN|unclassified	1.3682988919
URIDINEKIN-RXN	1.3682988919
URIDINEKIN-RXN|unclassified	1.3682988919
URKI-RXN	1.3682988919
URKI-RXN|unclassified	1.3682988919
OROTPDECARB-RXN	1.3661202186
OROTPDECARB-RXN|unclassified	1.3661202186
RXN-12752	1.3623978202
RXN-12752|unclassified	1.3623978202
RXN-13142	1.3623978202
RXN-13142|unclassified	1.3623978202
HISTIDPHOS-RXN	1.3531799729
HISTIDPHOS-RXN|unclassified	1.3531799729
1.1.1.274-RXN	1.3495276653
1.1.1.274-RXN|unclassified	1.3495276653
RXN-8568	1.3477088949
RXN-8568|unclassified	1.3477088949
UDP-NACMURALGLDAPLIG-RXN	1.3477088949
UDP-NACMURALGLDAPLIG-RXN|unclassified	1.3477088949
GLUCARDEHYDRA-RXN	1.3458950202
GLUCARDEHYDRA-RXN|unclassified	1.3458950202
PYRROLINECARBREDUCT-RXN	1.3368983957
PYRROLINECARBREDUCT-RXN|unclassified	1.3368983957
RXN66-546	1.3368983957
RXN66-546|unclassified	1.3368983957
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	1.3264010375
TRNA-URACIL-5--METHYLTRANSFERASE-RXN|unclassified	1.3264010375
LEUCYLTRANSFERASE-RXN	1.3206178716
LEUCYLTRANSFERASE-RXN|unclassified	1.3206178716
RXN-17846	1.3206178716
RXN-17846|unclassified	1.3206178716
RXN-17847	1.3206178716
RXN-17847|unclassified	1.3206178716
RXN-17848	1.3206178716
RXN-17848|unclassified	1.3206178716
RXN-12366	1.3175230567
RXN-12366|unclassified	1.3175230567
RXN-12367	1.3175230567
RXN-12367|unclassified	1.3175230567
RXN0-2001	1.3175230567
RXN0-2001|unclassified	1.3175230567
3.4.13.19-RXN	1.3140604468
3.4.13.19-RXN|unclassified	1.3140604468
RXN-15682	1.3140604468
RXN-15682|unclassified	1.3140604468
RXN66-337	1.3140604468
RXN66-337|unclassified	1.3140604468
H2PTEROATESYNTH-RXN	1.3037809648
H2PTEROATESYNTH-RXN|unclassified	1.3037809648
RXN-11148	1.2970168612
RXN-11148|unclassified	1.2970168612
4.2.2.3-RXN	1.2936610608
4.2.2.3-RXN|unclassified	1.2936610608
OHMETHYLBILANESYN-RXN	1.2919896641
OHMETHYLBILANESYN-RXN|unclassified	1.2919896641
PEPCARBOX-RXN	1.2594458438
PEPCARBOX-RXN|unclassified	1.2594458438
DETHIOBIOTIN-SYN-RXN	1.2547051443
DETHIOBIOTIN-SYN-RXN|unclassified	1.2547051443
RXN-11078	1.2531328321
RXN-11078|unclassified	1.2531328321
QUINOPRIBOTRANS-RXN	1.2500000000
QUINOPRIBOTRANS-RXN|unclassified	1.2500000000
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	1.2406947891
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN|unclassified	1.2406947891
BETA-GLUCOSIDE-KINASE-RXN	1.2376237624
BETA-GLUCOSIDE-KINASE-RXN|unclassified	1.2376237624
GLYCPDIESTER-RXN	1.2360939431
GLYCPDIESTER-RXN|unclassified	1.2360939431
RXN-14073	1.2360939431
RXN-14073|unclassified	1.2360939431
RXN-14136	1.2360939431
RXN-14136|unclassified	1.2360939431
RXN-20556	1.2360939431
RXN-20556|unclassified	1.2360939431
RXN-20557	1.2360939431
RXN-20557|unclassified	1.2360939431
1.8.4.13-RXN	1.2334809718
1.8.4.13-RXN|unclassified	1.2334809718
MHPCHYDROL-RXN	1.2315270936
MHPCHYDROL-RXN|unclassified	1.2315270936
RXN-12070	1.2315270936
RXN-12070|unclassified	1.2315270936
MALIC-NADP-RXN	1.2269938650
MALIC-NADP-RXN|unclassified	1.2269938650
GTP-CYCLOHYDRO-II-RXN	1.2239902081
GTP-CYCLOHYDRO-II-RXN|unclassified	1.2239902081
1.4.1.11-RXN	1.2210012210
1.4.1.11-RXN|unclassified	1.2210012210
RXN-13294	1.2165450122
RXN-13294|unclassified	1.2165450122
RXN-13295	1.2165450122
RXN-13295|unclassified	1.2165450122
RXN-13296	1.2165450122
RXN-13296|unclassified	1.2165450122
RXN-13297	1.2165450122
RXN-13297|unclassified	1.2165450122
RXN-13322	1.2165450122
RXN-13322|unclassified	1.2165450122
RXN-13441	1.2165450122
RXN-13441|unclassified	1.2165450122
RXN-14492	1.2165450122
RXN-14492|unclassified	1.2165450122
RXN-16094	1.2165450122
RXN-16094|unclassified	1.2165450122
RXN-16153	1.2165450122
RXN-16153|unclassified	1.2165450122
RXN-20332	1.2165450122
RXN-20332|unclassified	1.2165450122
RXN-20336	1.2165450122
RXN-20336|unclassified	1.2165450122
RXN-20340	1.2165450122
RXN-20340|unclassified	1.2165450122
RXN-20344	1.2165450122
RXN-20344|unclassified	1.2165450122
RXN-20348	1.2165450122
RXN-20348|unclassified	1.2165450122
RXN-20375	1.2165450122
RXN-20375|unclassified	1.2165450122
RXN-20379	1.2165450122
RXN-20379|unclassified	1.2165450122
RXN-20383	1.2165450122
RXN-20383|unclassified	1.2165450122
RXN-20384	1.2165450122
RXN-20384|unclassified	1.2165450122
RXN-20385	1.2165450122
RXN-20385|unclassified	1.2165450122
RXN-20386	1.2165450122
RXN-20386|unclassified	1.2165450122
RXN-7697	1.2165450122
RXN-7697|unclassified	1.2165450122
RXN-9543	1.2165450122
RXN-9543|unclassified	1.2165450122
RXN-19490	1.2135922330
RXN-19490|unclassified	1.2135922330
RXN0-1382	1.2135922330
RXN0-1382|unclassified	1.2135922330
2.5.1.19-RXN	1.2077294686
2.5.1.19-RXN|unclassified	1.2077294686
SUCCCOASYN-RXN	1.1990407674
SUCCCOASYN-RXN|unclassified	1.1990407674
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	1.1947431302
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN|unclassified	1.1947431302
RXN-12177	1.1947431302
RXN-12177|unclassified	1.1947431302
RXN-16512	1.1947431302
RXN-16512|unclassified	1.1947431302
ABC-7-RXN	1.1904761905
ABC-7-RXN|unclassified	1.1904761905
ABC-70-RXN	1.1904761905
ABC-70-RXN|unclassified	1.1904761905
PPPGPPHYDRO-RXN	1.1820330969
PPPGPPHYDRO-RXN|unclassified	1.1820330969
PYFLAVOXRE-RXN	1.1785260406
PYFLAVOXRE-RXN|unclassified	1.1785260406
PYRUFLAVREDUCT-RXN	1.1785260406
PYRUFLAVREDUCT-RXN|unclassified	1.1785260406
RXN-11837	1.1695906433
RXN-11837|unclassified	1.1695906433
XYLULOKIN-RXN	1.1694866509
XYLULOKIN-RXN|unclassified	1.1694866509
ACETYLORNTRANSAM-RXN	1.1682242991
ACETYLORNTRANSAM-RXN|unclassified	1.1682242991
RXN-15007	1.1682242991
RXN-15007|unclassified	1.1682242991
RXN-9985	1.1682242991
RXN-9985|unclassified	1.1682242991
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	1.1655011655
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN|unclassified	1.1655011655
3.4.11.18-RXN	1.1600928074
3.4.11.18-RXN|unclassified	1.1600928074
RXN-17873	1.1600928074
RXN-17873|unclassified	1.1600928074
RXN-17874	1.1600928074
RXN-17874|unclassified	1.1600928074
RXN-17875	1.1600928074
RXN-17875|unclassified	1.1600928074
RXN-17876	1.1600928074
RXN-17876|unclassified	1.1600928074
RXN-17877	1.1600928074
RXN-17877|unclassified	1.1600928074
RXN-17878	1.1600928074
RXN-17878|unclassified	1.1600928074
3.2.2.22-RXN	1.1587485516
3.2.2.22-RXN|unclassified	1.1587485516
DSERDEAM-RXN	1.1567501727
DSERDEAM-RXN|unclassified	1.1567501727
3.6.3.52-RXN	1.1560693642
3.6.3.52-RXN|unclassified	1.1560693642
ACNEULY-RXN	1.1402508552
ACNEULY-RXN|unclassified	1.1402508552
DIHYDRODIPICSYN-RXN	1.1402508552
DIHYDRODIPICSYN-RXN|unclassified	1.1402508552
RXN-15313	1.1402508552
RXN-15313|unclassified	1.1402508552
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	1.1400979143
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN|unclassified	1.1400979143
RXN-19387	1.1400979143
RXN-19387|unclassified	1.1400979143
RXN0-5141	1.1400979143
RXN0-5141|unclassified	1.1400979143
RXN-8344	1.1337868481
RXN-8344|unclassified	1.1337868481
CITLY-RXN	1.1325028313
CITLY-RXN|unclassified	1.1325028313
CITRYLY-RXN	1.1325028313
CITRYLY-RXN|unclassified	1.1325028313
RXN-7929	1.1325028313
RXN-7929|unclassified	1.1325028313
3.2.1.49-RXN	1.1148272018
3.2.1.49-RXN|unclassified	1.1148272018
RXN-13179	1.1086474501
RXN-13179|unclassified	1.1086474501
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	1.1037527594
CARNITINE-O-PALMITOYLTRANSFERASE-RXN|unclassified	1.1037527594
RXN-18370	1.1037527594
RXN-18370|unclassified	1.1037527594
RXN-18371	1.1037527594
RXN-18371|unclassified	1.1037527594
RXN-18372	1.1037527594
RXN-18372|unclassified	1.1037527594
RXN-18373	1.1037527594
RXN-18373|unclassified	1.1037527594
RXN-21778	1.1037527594
RXN-21778|unclassified	1.1037527594
RXN-9918	1.1037527594
RXN-9918|unclassified	1.1037527594
ACETOLACTREDUCTOISOM-RXN	1.0964622440
ACETOLACTREDUCTOISOM-RXN|unclassified	1.0964622440
ACETOOHBUTREDUCTOISOM-RXN	1.0964622440
ACETOOHBUTREDUCTOISOM-RXN|unclassified	1.0964622440
ATPPHOSPHORIBOSYLTRANS-RXN	1.0929339666
ATPPHOSPHORIBOSYLTRANS-RXN|unclassified	1.0929339666
1.1.1.292-RXN	1.0893246187
1.1.1.292-RXN|unclassified	1.0893246187
1.3.1.20-RXN	1.0893246187
1.3.1.20-RXN|unclassified	1.0893246187
PHOSACETYLTRANS-RXN	1.0869565217
PHOSACETYLTRANS-RXN|unclassified	1.0869565217
GLUTAMINE--TRNA-LIGASE-RXN	1.0834236186
GLUTAMINE--TRNA-LIGASE-RXN|unclassified	1.0834236186
N-ACETYLGLUTPREDUCT-RXN	1.0822510823
N-ACETYLGLUTPREDUCT-RXN|unclassified	1.0822510823
RXN-15006	1.0822510823
RXN-15006|unclassified	1.0822510823
2.3.1.180-RXN	1.0775862069
2.3.1.180-RXN|unclassified	1.0775862069
RXN-11834	1.0695187166
RXN-11834|unclassified	1.0695187166
RXN-11835	1.0695187166
RXN-11835|unclassified	1.0695187166
LYSINE-23-AMINOMUTASE-RXN	1.0672358591
LYSINE-23-AMINOMUTASE-RXN|unclassified	1.0672358591
ASPARTASE-RXN	1.0660980810
ASPARTASE-RXN|unclassified	1.0660980810
3.4.11.24-RXN	1.0537407798
3.4.11.24-RXN|unclassified	1.0537407798
RXN-13854	1.0532934740
RXN-13854|unclassified	1.0532934740
RXN0-6377	1.0532934740
RXN0-6377|unclassified	1.0532934740
ALDHDEHYDROG-RXN	1.0526315789
ALDHDEHYDROG-RXN|unclassified	1.0526315789
R222-RXN	1.0526315789
R222-RXN|unclassified	1.0526315789
RR-BUTANEDIOL-DEHYDROGENASE-RXN	1.0526315789
RR-BUTANEDIOL-DEHYDROGENASE-RXN|unclassified	1.0526315789
RXN-10089	1.0526315789
RXN-10089|unclassified	1.0526315789
RXN-10715	1.0526315789
RXN-10715|unclassified	1.0526315789
RXN-10780	1.0526315789
RXN-10780|unclassified	1.0526315789
RXN-10912	1.0526315789
RXN-10912|unclassified	1.0526315789
RXN-10917	1.0526315789
RXN-10917|unclassified	1.0526315789
RXN-14224	1.0526315789
RXN-14224|unclassified	1.0526315789
RXN-14225	1.0526315789
RXN-14225|unclassified	1.0526315789
RXN-14280	1.0526315789
RXN-14280|unclassified	1.0526315789
RXN-16653	1.0526315789
RXN-16653|unclassified	1.0526315789
RXN-16654	1.0526315789
RXN-16654|unclassified	1.0526315789
RXN-16655	1.0526315789
RXN-16655|unclassified	1.0526315789
RXN-16656	1.0526315789
RXN-16656|unclassified	1.0526315789
RXN-17808	1.0526315789
RXN-17808|unclassified	1.0526315789
RXN-20649	1.0526315789
RXN-20649|unclassified	1.0526315789
RXN-3443	1.0526315789
RXN-3443|unclassified	1.0526315789
RXN-37	1.0526315789
RXN-37|unclassified	1.0526315789
RXN-4142	1.0526315789
RXN-4142|unclassified	1.0526315789
RXN66-3	1.0526315789
RXN66-3|unclassified	1.0526315789
RXN66-472	1.0526315789
RXN66-472|unclassified	1.0526315789
RXN66-476	1.0526315789
RXN66-476|unclassified	1.0526315789
RXN66-479	1.0526315789
RXN66-479|unclassified	1.0526315789
RXN6666-5	1.0526315789
RXN6666-5|unclassified	1.0526315789
RXN-12174	1.0493179433
RXN-12174|unclassified	1.0493179433
13-PROPANEDIOL-DEHYDROGENASE-RXN	1.0460251046
13-PROPANEDIOL-DEHYDROGENASE-RXN|unclassified	1.0460251046
ACYLGPEACYLTRANS-RXN	1.0427528676
ACYLGPEACYLTRANS-RXN|unclassified	1.0427528676
ASPARTATEKIN-RXN	1.0427528676
ASPARTATEKIN-RXN|unclassified	1.0427528676
HYDROG-RXN	1.0256410256
HYDROG-RXN|unclassified	1.0256410256
1.1.99.28-RXN	0.9891196835
1.1.99.28-RXN|unclassified	0.9891196835
DMBPPRIBOSYLTRANS-RXN	0.9842519685
DMBPPRIBOSYLTRANS-RXN|unclassified	0.9842519685
RXN-19295	0.9842519685
RXN-19295|unclassified	0.9842519685
RXN-19298	0.9842519685
RXN-19298|unclassified	0.9842519685
RXN-19299	0.9842519685
RXN-19299|unclassified	0.9842519685
RXN-19300	0.9842519685
RXN-19300|unclassified	0.9842519685
RXN-19301	0.9842519685
RXN-19301|unclassified	0.9842519685
RXN-19306	0.9842519685
RXN-19306|unclassified	0.9842519685
RXN-19316	0.9842519685
RXN-19316|unclassified	0.9842519685
3.2.1.91-RXN	0.9813542689
3.2.1.91-RXN|unclassified	0.9813542689
RXN-12305	0.9813542689
RXN-12305|unclassified	0.9813542689
3.5.1.80-RXN	0.9794319295
3.5.1.80-RXN|unclassified	0.9794319295
NAG6PDEACET-RXN	0.9794319295
NAG6PDEACET-RXN|unclassified	0.9794319295
RXN-13141	0.9784735812
RXN-13141|unclassified	0.9784735812
RXN0-6727	0.9784735812
RXN0-6727|unclassified	0.9784735812
GLUTKIN-RXN	0.9699321048
GLUTKIN-RXN|unclassified	0.9699321048
2.4.1.174-RXN	0.9547470779
2.4.1.174-RXN|unclassified	0.9547470779
RXN-20396	0.9519761775
RXN-20396|unclassified	0.9519761775
SERINE-C-PALMITOYLTRANSFERASE-RXN	0.9519761775
SERINE-C-PALMITOYLTRANSFERASE-RXN|unclassified	0.9519761775
RXN-12178	0.9514747859
RXN-12178|unclassified	0.9514747859
RXN-12270	0.9514747859
RXN-12270|unclassified	0.9514747859
RXN-11319	0.9351342950
RXN-11319|unclassified	0.9351342950
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.9310986965
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN|unclassified	0.9310986965
2.1.1.64-RXN	0.9310986965
2.1.1.64-RXN|unclassified	0.9310986965
DHHB-METHYLTRANSFER-RXN	0.9310986965
DHHB-METHYLTRANSFER-RXN|unclassified	0.9310986965
RXN-11758	0.9310986965
RXN-11758|unclassified	0.9310986965
RXN-12160	0.9310986965
RXN-12160|unclassified	0.9310986965
RXN-9225	0.9310986965
RXN-9225|unclassified	0.9310986965
RXN-9229	0.9310986965
RXN-9229|unclassified	0.9310986965
RXN-9233	0.9310986965
RXN-9233|unclassified	0.9310986965
RXN-9237	0.9310986965
