# Reaction HUMAnN v4.0.0.alpha.1	SRR7947171_merged
FGAMSYN-RXN	3.8360656165
RXN-7682	3.8336328831
RXN-8751	3.8336328831
RXN-8752	3.8336328831
RXN-8753	3.8336328831
RXN0-901	3.8336328831
PREPHENATEDEHYDRAT-RXN	3.8314176245
ACECOATRANS-RXN	3.8258847888
R8-RXN	3.8258847888
RXN-15727	3.8258847888
RIBULP3EPIM-RXN	3.8148244082
DTDPDEHYRHAMREDUCT-RXN	3.8067165759
UDP-NACMUR-ALA-LIG-RXN	3.7928190129
RXN-15294	3.7670662671
MYO-INOSOSE-2-DEHYDRATASE-RXN	3.7538232003
RXN-12979	3.7485406517
1.4.1.21-RXN	3.7468073619
RXN-20762	3.7453183521
RXN0-2281	3.7453183521
PRIBFAICARPISOM-RXN	3.7450460043
OROPRIBTRANS-RXN	3.7365530221
RXN-15204	3.7313432836
DMK-RXN	3.7195760270
RXN-11047	3.7195760270
RXN-19668	3.7195760270
RXN-9190	3.7195760270
RXN-9204	3.7195760270
RXN-9217	3.7195760270
RXN-9358	3.7195760270
RXN-9359	3.7195760270
RXN-9360	3.7195760270
RXN-9365	3.7195760270
DARAB5PISOM-RXN	3.7145551811
2.5.1.25-RXN	3.6976662327
RXN-21179	3.6976662327
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	3.6865569273
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	3.6865569273
RHAMNISOM-RXN	3.6770481131
RXN-16820	3.6759491091
RXN-18693	3.6759491091
RXN0-2023	3.6759491091
METHIONINE--TRNA-LIGASE-RXN	3.6752120961
RXN-16165	3.6752120961
PHOSPHASERSYN-RXN	3.6724687261
ALANINE-DEHYDROGENASE-RXN	3.6630036630
UNDECAPRENYL-DIPHOSPHATASE-RXN	3.6627919977
ACETYLGLUTKIN-RXN	3.6557593440
RXN-15005	3.6557593440
RXN-12174	3.6518543007
GUANOSINEKIN-RXN	3.6496350365
INOSINEKIN-RXN	3.6496350365
3.1.21.1-RXN	3.6476448251
RXN-12177	3.6411076281
RXN-16512	3.6411076281
3.4.21.107-RXN	3.6328948751
GLYCPDIESTER-RXN	3.6272321621
RXN-14073	3.6272321621
RXN-14136	3.6272321621
RXN-20556	3.6272321621
RXN-20557	3.6272321621
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	3.6219180726
TREHALA-RXN	3.6144151798
RXN-14950	3.5945432702
RXN-14957	3.5945432702
RXN-14959	3.5945432702
RXN0-949	3.5945432702
POLYPHOSPHATE-KINASE-RXN	3.5935634400
3.4.13.18-RXN	3.5856638014
RXN-6622	3.5856638014
RXN0-6974	3.5856638014
RXN0-6975	3.5856638014
RXN0-6976	3.5856638014
RXN0-6977	3.5856638014
RXN0-6978	3.5856638014
RXN0-6979	3.5856638014
RXN0-6980	3.5856638014
RXN0-6981	3.5856638014
RXN0-6982	3.5856638014
RXN0-6983	3.5856638014
RXN0-6984	3.5856638014
RXN0-6985	3.5856638014
RXN0-6987	3.5856638014
RXN0-6988	3.5856638014
TRANS-RXN-156	3.5777744007
CELLOBIOSE-EPIMERASE-RXN	3.5743609406
RXN-15344	3.5743609406
RXN-15709	3.5743609406
2.7.7.13-RXN	3.5650188558
TRNA-CYTIDYLYLTRANSFERASE-RXN	3.5574191964
RXN-19398	3.5533276480
3PGAREARR-RXN	3.5440946128
HISTIDPHOS-RXN	3.5235328593
RXN-19040	3.5087719298
RXN0-6359	3.5087719298
THIOSULFATE-SULFURTRANSFERASE-RXN	3.5087719298
ERYTH4PDEHYDROG-RXN	3.4666609543
1.11.1.15-RXN	3.4364261168
RXN0-267	3.4364261168
3.2.1.14-RXN	3.4352142111
3.2.1.39-RXN	3.4284367475
3.4.11.4-RXN	3.4272610989
PALMITOYL-COA-HYDROLASE-RXN	3.4212392473
RXN-13430	3.4212392473
RXN-13435	3.4212392473
RXN-16063	3.4212392473
RXN-16395	3.4212392473
RXN-9624	3.4212392473
RXN-9626	3.4212392473
RXN-9627	3.4212392473
RXN-9628	3.4212392473
RXN-9629	3.4212392473
RXN-9666	3.4212392473
THIOESTER-RXN	3.4212392473
NITRATE-REDUCTASE-CYTOCHROME-RXN	3.4139388046
6PFRUCTPHOS-RXN	3.4115822561
GLYCERONE-KINASE-RXN	3.3790962831
RIB5PISOM-RXN	3.3783783784
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN	3.3670033670
RXN0-6563	3.3670033670
TRANS-RXN-194	3.3611774498
PGLUCISOM-RXN	3.3542831906
DTDPGLUCDEHYDRAT-RXN	3.3510421751
ALDOSE-1-EPIMERASE-RXN	3.3261223574
ALDOSE1EPIM-RXN	3.3261223574
BETA-PHOSPHOGLUCOMUTASE-RXN	3.3071601933
RXN0-4181	3.2990959989
RXN-12444	3.2932341867
1.1.1.127-RXN	3.2817318366
1.7.2.3-RXN	3.2732992862
RXN-19618	3.2732992862
RXN-19619	3.2732992862
RXN0-2605	3.2710682278
RXN-11749	3.2679738562
GALACTARDEHYDRA-RXN	3.2637099913
SUCCDIAMINOPIMDESUCC-RXN	3.2607718034
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	3.2530732285
ORNCARBAMTRANSFER-RXN	3.2504106141
RXN-13482	3.2504106141
NAD-SYNTH-NH3-RXN	3.2467532468
CHER-RXN	3.2405070881
ENOYL-COA-HYDRAT-RXN	3.2319810022
METHYLACYLYLCOA-HYDROXY-RXN	3.2319810022
RXN-12567	3.2319810022
RXN-13616	3.2319810022
RXN-14266	3.2319810022
RXN-14272	3.2319810022
RXN-14273	3.2319810022
RXN-16135	3.2319810022
RXN-16558	3.2319810022
RXN-17114	3.2319810022
RXN-17475	3.2319810022
RXN-17776	3.2319810022
RXN-17780	3.2319810022
RXN-17785	3.2319810022
RXN-17789	3.2319810022
RXN-17793	3.2319810022
RXN-17797	3.2319810022
RXN-20675	3.2319810022
RXN-20678	3.2319810022
RXN-21223	3.2319810022
RXN-21755	3.2319810022
RXN-21759	3.2319810022
RXN-21766	3.2319810022
RXN-21779	3.2319810022
RXN-21780	3.2319810022
RXN-21781	3.2319810022
RXN-2425	3.2319810022
RXN0-5393	3.2319810022
TIGLYLCOA-HYDROXY-RXN	3.2319810022
DAHPSYN-RXN	3.2095405370
DCTP-DEAM-RXN	3.2051282051
RXN-14118	3.2051282051
GALACTOACETYLTRAN-RXN	3.1847133758
TRANS-RXN-276	3.1825773409
MEVALONATE-KINASE-RXN	3.1746031746
DIHYDROXYISOVALDEHYDRAT-RXN	3.1594889973
DIHYDROXYMETVALDEHYDRAT-RXN	3.1594889973
2.7.1.90-RXN	3.1434669430
RXN-21730	3.1434669430
THYMIDYLATESYN-RXN	3.1293960289
GLYCOPHOSPHORYL-RXN	3.1189118087
GLYMALTOPHOSPHORYL-RXN	3.1189118087
RXN-12171	3.1189118087
RXN-12392	3.1189118087
RXN-14284	3.1189118087
RXN-14285	3.1189118087
RXN-14286	3.1189118087
RXN-14353	3.1189118087
RXN-1826	3.1189118087
RXN-21092	3.1189118087
RXN-9025	3.1189118087
RXN0-5182	3.1189118087
RXN0-5184	3.1189118087
HEMEOSYN-RXN	3.1055900621
RXN-20645	3.1055900621
DGTPTRIPHYDRO-RXN	3.0989679048
IMIDAZOLONEPROPIONASE-RXN	3.0920876677
3.4.21.102-RXN	3.0841695423
RXN-13997	3.0777785292
GLUTKIN-RXN	3.0730334929
CYTIDEAM-RXN	3.0674846626
CYTIDEAM2-RXN	3.0674846626
RXN0-1602	3.0663425874
RXN0-1603	3.0663425874
DXPREDISOM-RXN	3.0661145436
RXN0-5329	3.0515393764
DIMETHUROPORDEHYDROG-RXN	3.0487804878
3.2.1.96-RXN	3.0480218814
TUBULIN-N-ACETYLTRANSFERASE-RXN	3.0464163066
3.4.11.5-RXN	3.0370651181
ASPARTATEKIN-RXN	3.0289386554
3.2.1.37-RXN	3.0082824704
2.7.9.3-RXN	3.0066796375
SERINE-O-ACETTRAN-RXN	3.0026468278
DCMP-DEAMINASE-RXN	2.9940119760
UGD-RXN	2.9883845493
RXN-11588	2.9876539919
2.3.1.89-RXN	2.9844686933
RXN-17363	2.9834668012
RXN-19774	2.9834668012
RXN-11574	2.9817434769
RXN-11839	2.9702060639
2.1.1.77-RXN	2.9559442825
5.1.1.11-RXN	2.9512521207
DIMESULFREDUCT-RXN	2.9498525074
RXN-20076	2.9498525074
RXN0-2101	2.9498525074
RXN-14571	2.9447565702
3.1.31.1-RXN	2.9433347580
RXN-13403	2.9263551019
RXN-12465	2.9239766082
MANNPISOM-RXN	2.9066619636
3.1.1.64-RXN	2.9008537238
CARBOXYLESTERASE-RXN	2.9008537238
RETINYL-PALMITATE-ESTERASE-RXN	2.9008537238
RXN-10711	2.9008537238
RXN-10767	2.9008537238
RXN-12252	2.9008537238
RXN-12575	2.9008537238
RXN18C3-61	2.9008537238
RXNQT-4366	2.9008537238
ADENYLATECYC-RXN	2.8874831042
3.2.1.73-RXN	2.8850352442
RXN-11833	2.8653295129
3.4.17.13-RXN	2.8491313385
RXN-16664	2.8491313385
RXN0-5227	2.8491313385
GALACTUROISOM-RXN	2.8089887640
GLUCUROISOM-RXN	2.8089887640
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.7773300234
4.2.1.58-RXN	2.7773300234
4.2.1.59-RXN	2.7773300234
4.2.1.61-RXN	2.7773300234
RXN-10656	2.7773300234
RXN-10660	2.7773300234
RXN-11477	2.7773300234
RXN-11481	2.7773300234
RXN-13009	2.7773300234
RXN-16619	2.7773300234
RXN-16623	2.7773300234
RXN-16627	2.7773300234
RXN-16631	2.7773300234
RXN-21615	2.7773300234
RXN-21619	2.7773300234
RXN-21623	2.7773300234
RXN-21627	2.7773300234
RXN-21632	2.7773300234
RXN-21636	2.7773300234
RXN-21646	2.7773300234
RXN-21651	2.7773300234
RXN-21656	2.7773300234
RXN-21661	2.7773300234
RXN-21666	2.7773300234
RXN-21671	2.7773300234
RXN-21677	2.7773300234
RXN-21682	2.7773300234
RXN-21687	2.7773300234
RXN-21692	2.7773300234
RXN-21698	2.7773300234
RXN-21703	2.7773300234
RXN-9520	2.7773300234
RXN-9533	2.7773300234
RXN-9537	2.7773300234
RXN-9557	2.7773300234
RXN-9634	2.7773300234
RXN-9655	2.7773300234
RXN0-2144	2.7773300234
RXN1G-320	2.7773300234
RXN-6702	2.7611044418
TRANSALDOL-RXN	2.7563923676
1.7.2.2-RXN	2.7545708584
RXN-18605	2.7545708584
3.5.1.80-RXN	2.7356679152
NAG6PDEACET-RXN	2.7356679152
6.3.5.7-RXN	2.7295967982
2.3.1.180-RXN	2.7252549687
FPPSYN-RXN	2.7170840251
7KAPSYN-RXN	2.7148053263
RXN-11484	2.7148053263
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	2.7130533907
3.2.1.1-RXN	2.7090486012
ALPHA-AMYL-RXN	2.7090486012
RXN-1823	2.7090486012
RXN0-5181	2.7090486012
TAGAKIN-RXN	2.7069698482
NITRIC-OXIDE-SYNTHASE-RXN	2.6881826195
3.4.14.12-RXN	2.6814280190
THREDEHYD-RXN	2.6621043175
4.2.99.18-RXN	2.6497922282
RXN-12752	2.6484854387
RXN-13142	2.6484854387
GLUCISOM-RXN	2.6400694619
XYLISOM-RXN	2.6400694619
3.1.2.23-RXN	2.6385224274
HOMOSERDEHYDROG-RXN	2.6308359182
3.4.11.24-RXN	2.6229090779
3.6.3.42-RXN	2.6186579378
3.1.1.72-RXN	2.6145546120
KDUD-RXN	2.6066719963
RXN0-5204	2.5955811370
3.2.1.78-RXN	2.5935952179
AMINOACYLASE-RXN	2.5877566904
ASNSYNA-RXN	2.5392528861
RXN-14326	2.5195671041
5.3.1.17-RXN	2.5087491282
AIRS-RXN	2.5063045728
3.1.4.14-RXN	2.5062656642
DHLAXANAU-RXN	2.4937655860
HALOALKANE-DEHALOGENASE-RXN	2.4937655860
LINB1-RXN	2.4937655860
LINB2-RXN	2.4937655860
RXN-19740	2.4937655860
AGMATINE-DEIMINASE-RXN	2.4884690602
RXN0-299	2.4822405857
QUINOLINATE-SYNTHA-RXN	2.4797695953
RXN-15025	2.4781204348
RXN0-7078	2.4781204348
RXN-13158	2.4778836424
RXN-14986	2.4778836424
RXNQT-4165	2.4778836424
RXNQT-4168	2.4778836424
RXNQT-4171	2.4778836424
RXNQT-4174	2.4778836424
RXNQT-4178	2.4778836424
3.1.11.2-RXN	2.4775204793
SAICARSYN-RXN	2.4775105168
DEPHOSPHOCOAKIN-RXN	2.4691955748
PREPHENATEDEHYDROG-RXN	2.4643920566
OROTPDECARB-RXN	2.4581407515
UDP-NACMURALA-GLU-LIG-RXN	2.4564382514
ADPREDUCT-RXN	2.4522854416
CDPREDUCT-RXN	2.4522854416
GDPREDUCT-RXN	2.4522854416
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	2.4522854416
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	2.4522854416
RXN0-722	2.4522854416
RXN0-747	2.4522854416
RXN0-748	2.4522854416
UDPREDUCT-RXN	2.4522854416
ACETATE--COA-LIGASE-RXN	2.4443631610
PROPIONATE--COA-LIGASE-RXN	2.4443631610
RXN-18446	2.4443631610
RXN-18447	2.4443631610
RXN-18448	2.4443631610
RXN-21753	2.4443631610
MANNPGUANYLTRANGDP-RXN	2.4433162688
CPM-KDOSYNTH-RXN	2.4423085419
ETHAMLY-RXN	2.4335730896
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	2.4302446152
RXN0-1483	2.4271844660
TRIPHOSPHATASE-RXN	2.4264895505
RXN-12610	2.4213075061
RXN-12611	2.4213075061
THI-P-SYN-RXN	2.4213075061
FOLYLPOLYGLUTAMATESYNTH-RXN	2.4186015108
FORMYLTHFGLUSYNTH-RXN	2.4186015108
RXN-6341	2.4186015108
RXN0-2921	2.4186015108
RXN0-4641	2.4120475110
RXN-18590	2.4096385542
SUCCCOASYN-RXN	2.4075834286
DIHYDRODIPICSYN-RXN	2.3977428371
1.17.4.2-RXN	2.3896843217
RXN-21262	2.3896843217
RXN-21263	2.3896843217
RXN-21264	2.3896843217
RXN-21265	2.3896843217
3.6.3.1-RXN	2.3856971541
UBIQUITIN--PROTEIN-LIGASE-RXN	2.3713732610
ATPPHOSPHORIBOSYLTRANS-RXN	2.3684441707
RXN-9489	2.3640661939
RXN-9490	2.3640661939
RXN-9491	2.3640661939
3.4.21.105-RXN	2.3629373213
TRYPTOPHAN-RXN	2.3300194078
AMYLOMALT-RXN	2.3283114705
RXN-12193	2.3283114705
RXN-12391	2.3283114705
RXN-14260	2.3283114705
RXN-14261	2.3283114705
RXN-14354	2.3283114705
RXN-1828	2.3283114705
RXN-9023	2.3283114705
R15-RXN	2.3148148148
RXN-14147	2.3148148148
ARGDECARBOX-RXN	2.3092180707
GLYCINE-N-ACYLTRANSFERASE-RXN	2.3070536769
RXN-15657	2.3070536769
RXN-15658	2.3070536769
HOMSUCTRAN-RXN	2.2988505747
LYSYLTRANSFERASE-RXN	2.2923908388
MALATE-DEH-RXN	2.2849441342
CHORPYRLY-RXN	2.2779043280
HIPPURATE-HYDROLASE-RXN	2.2704873602
PYRUVATE-CARBOXYLASE-RXN	2.2694921642
LYSOPHOSPHOLIPASE-RXN	2.2659097664
RXN-15035	2.2659097664
RXN-16225	2.2659097664
RXN-19311	2.2659097664
RXN-19312	2.2659097664
RXN-21069	2.2659097664
RXN-13141	2.2645611998
RXN0-6727	2.2645611998
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	2.2624434389
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	2.2559669879
RXN-20716	2.2559669879
3.1.26.3-RXN	2.2525654566
AMIDASE-RXN	2.2485463943
GUANIDINOBUTANAMIDE-NH3-RXN	2.2485463943
PYRAZIN-RXN	2.2485463943
R311-RXN	2.2485463943
RXN-14727	2.2485463943
RXN-14728	2.2485463943
RXN-17608	2.2485463943
RXNN-404	2.2485463943
GDP-MANNOSE-6-DEHYDROGENASE-RXN	2.2371364653
RXN-19932	2.2321428571
RXN-19933	2.2321428571
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	2.2302762389
3.4.21.53-RXN	2.2267361064
RXN-11791	2.2162723305
RXN-12894	2.2075055188
RXN-12895	2.2075055188
RXN0-2661	2.2060901128
ASPARTASE-RXN	2.1809252828
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	2.1705590691
RXN-19025	2.1705590691
RXN-19026	2.1705590691
RXN-19242	2.1705590691
RXN-19243	2.1705590691
RXN-19244	2.1705590691
RXN-19245	2.1705590691
RXN-19246	2.1705590691
RXN-19247	2.1705590691
RXN-19248	2.1705590691
RXN-20897	2.1705590691
PANTEPADENYLYLTRAN-RXN	2.1645021645
R601-RXN	2.1641849451
RXN-14963	2.1641849451
RXN-14970	2.1641849451
RXN-21414	2.1641849451
4.1.2.29-RXN	2.1413276231
DIHYDROFOLATEREDUCT-RXN	2.1341200792
RXN-18357	2.1341200792
RXN-19329	2.1341200792
ALKAPHOSPHA-RXN	2.1219262443
RXN-8748	2.1219262443
3.2.1.18-RXN	2.1204638060
3.2.1.136-RXN	2.1051148217
RXN-12344	2.1051148217
RXN-13294	2.1046444793
RXN-13295	2.1046444793
RXN-13296	2.1046444793
RXN-13297	2.1046444793
RXN-13322	2.1046444793
RXN-13441	2.1046444793
RXN-14492	2.1046444793
RXN-16094	2.1046444793
RXN-16153	2.1046444793
RXN-20332	2.1046444793
RXN-20336	2.1046444793
RXN-20340	2.1046444793
RXN-20344	2.1046444793
RXN-20348	2.1046444793
RXN-20375	2.1046444793
RXN-20379	2.1046444793
RXN-20383	2.1046444793
RXN-20384	2.1046444793
RXN-20385	2.1046444793
RXN-20386	2.1046444793
RXN-7697	2.1046444793
RXN-9543	2.1046444793
3.4.19.11-RXN	2.1039498623
RXN-11600	2.0998427861
RXN-11601	2.0998427861
2.3.1.184-RXN	2.0876826722
RXN-10020	2.0876826722
RXN-10022	2.0876826722
RXN-10023	2.0876826722
RXN-10024	2.0876826722
RXN-10025	2.0876826722
RXN-10026	2.0876826722
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	2.0856740666
ENZRXN-201-RXN	2.0856740666
RXN-10717	2.0856740666
RXN-12299	2.0856740666
RXN-12484	2.0856740666
RXN-14023	2.0856740666
RXN0-7154	2.0856740666
ACETYLORNTRANSAM-RXN	2.0821479989
RXN-15007	2.0821479989
RXN0-6512	2.0703933747
RXN-17809	2.0694230440
RXN-15878	2.0573014716
UDP-NACMURALGLDAPLIG-RXN	2.0484797428
RXN0-7316	2.0448219487
3.2.1.7-RXN	2.0415366139
4.1.2.20-RXN	2.0299446165
KDGALDOL-RXN	2.0299446165
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	2.0283380577
PGPPHOSPHA-RXN	2.0202020202
RXN-13313	2.0202020202
HOMOCYSMET-RXN	2.0140282592
RXN-12730	2.0140282592
KDO-8PPHOSPHAT-RXN	2.0080321285
PSERPHOSPHA-RXN	2.0080321285
RXN-21564	2.0080321285
RXN0-5114	2.0080321285
RXN0-6254	2.0080321285
RXN0-1342	1.9985910069
4.2.2.15-RXN	1.9922382569
RXN-8769	1.9903703117
BADH-RXN	1.9825418584
RXN-6382	1.9825418584
RXN-9758	1.9825418584
1.1.99.28-RXN	1.9782393670
RXN0-743	1.9755501606
3.6.3.44-RXN	1.9693106903
RXN-20868	1.9693106903
TRANS-RXN-220	1.9693106903
TRANS-RXN-366	1.9693106903
SUCROSE-PHOSPHORYLASE-RXN	1.9669194206
RXN-12086	1.9580560760
RXN-12579	1.9580560760
RXN-21399	1.9580560760
FUMHYDR-RXN	1.9469757231
RXN0-11	1.9435874597
RXN-11578	1.9313461066
2.7.1.156-RXN	1.9120458891
COBINAMIDEKIN-RXN	1.9120458891
COBINPGUANYLYLTRANS-RXN	1.9120458891
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	1.9120458891
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	1.9120458891
RXN-14063	1.9120458891
2-METHYLCITRATE-SYNTHASE-RXN	1.9098118172
HOMOCYSMETB12-RXN	1.9036811715
AKBLIG-RXN	1.8927173399
ARYL-SULFOTRANSFERASE-RXN	1.8903591682
RXN-10614	1.8903591682
RXN-10615	1.8903591682
RXN-10777	1.8903591682
RXN-10782	1.8903591682
RXN-11058	1.8903591682
RXN-11059	1.8903591682
RXN-15587	1.8903591682
RXN-15588	1.8903591682
RXN-15589	1.8903591682
RXN6666-9	1.8903591682
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	1.8832391714
3.2.1.165-RXN	1.8797880051
RXN-13179	1.8790634748
RXN-12462	1.8726591760
3.2.1.49-RXN	1.8706851005
6PGLUCONOLACT-RXN	1.8640282431
ACETYLHOMOSER-CYS-RXN	1.8578316451
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	1.8578316451
O-SUCCINYLBENZOATE-COA-LIG-RXN	1.8554501374
RXN-17630	1.8518518519
RXN-17632	1.8518518519
RXN-17634	1.8518518519
3.1.21.2-RXN	1.8484288355
RXN-12178	1.8233143674
RXN-12270	1.8233143674
SUGAR-PHOSPHATASE-RXN	1.8184995530
PANTOTHENATE-KIN-RXN	1.8176882013
TRYPTOPHAN--TRNA-LIGASE-RXN	1.8141210312
3.1.2.14-RXN	1.8018018018
RXN-10727	1.8018018018
RXN-12973	1.8018018018
RXN-13011	1.8018018018
RXN-17108	1.8018018018
RXN-21638	1.8018018018
RXN-21675	1.8018018018
RXN-21706	1.8018018018
RXN-21714	1.8018018018
RXN-21715	1.8018018018
RXN-21716	1.8018018018
RXN-7902	1.8018018018
RXN-9548	1.8018018018
RXN-9549	1.8018018018
RXN-9550	1.8018018018
RXN-9551	1.8018018018
RXN-9555	1.8018018018
RXN66-643	1.8018018018
RXN-9380	1.7929788523
5.4.1.2-RXN	1.7730496454
RXN-20710	1.7730496454
RXN-20711	1.7730496454
RXN-20712	1.7730496454
RXN-20713	1.7730496454
RXN-20714	1.7730496454
RXN-20715	1.7730496454
RXN-8080	1.7730496454
RXN-8081	1.7730496454
PEPCARBOX-RXN	1.7695021923
UROGENIIISYN-RXN	1.7662073721
2.7.7.60-RXN	1.7649495337
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	1.7574692443
HISTCYCLOHYD-RXN	1.7574692443
RXN-21514	1.7574692443
5.3.4.1-RXN	1.7520836211
GLYCINE--TRNA-LIGASE-RXN	1.7479383607
PYROGLUTAMYL-PEPTIDASE-I-RXN	1.7421602787
XYLULOKIN-RXN	1.7367016254
RXN-11591	1.7301038062
4.99.1.3-RXN	1.7290408286
3.4.19.5-RXN	1.7271157168
RXN-21711	1.7271157168
RXN0-3241	1.7271157168
RXN0-6366	1.7251798137
RIBOSYLHOMOCYSTEINASE-RXN	1.7182130584
HYDROG-RXN	1.7073042840
DCYSDESULF-RXN	1.7031355741
3-OXOADIPATE-ENOL-LACTONASE-RXN	1.6944382355
RXN-10083	1.6944382355
THIAMIN-PYROPHOSPHOKINASE-RXN	1.6920473773
3.4.13.22-RXN	1.6891891892
RXN-16001	1.6891891892
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	1.6886624876
NICONUCADENYLYLTRAN-RXN	1.6694490818
4.3.1.17-RXN	1.6638935108
ISPH2-RXN	1.6638935108
PHOSICITDEHASE-RXN	1.6638935108
RXN0-884	1.6638935108
ENOYL-ACP-REDUCT-NADH-RXN	1.6583747927
RXN-10657	1.6583747927
RXN-10661	1.6583747927
RXN-11478	1.6583747927
RXN-11482	1.6583747927
RXN-14338	1.6583747927
RXN-16620	1.6583747927
RXN-16624	1.6583747927
RXN-16628	1.6583747927
RXN-16632	1.6583747927
RXN-21616	1.6583747927
RXN-21620	1.6583747927
RXN-21624	1.6583747927
RXN-21628	1.6583747927
RXN-21633	1.6583747927
RXN-21637	1.6583747927
RXN-21647	1.6583747927
RXN-21652	1.6583747927
RXN-21657	1.6583747927
RXN-21662	1.6583747927
RXN-21667	1.6583747927
RXN-21672	1.6583747927
RXN-21678	1.6583747927
RXN-21683	1.6583747927
RXN-21688	1.6583747927
RXN-21693	1.6583747927
RXN-21699	1.6583747927
RXN-21704	1.6583747927
RXN-9558	1.6583747927
RXN-9635	1.6583747927
RXN-9657	1.6583747927
RXN-9658	1.6583747927
RXN-9659	1.6583747927
RXN-9660	1.6583747927
RXN-9661	1.6583747927
RXN-9662	1.6583747927
RXN-9663	1.6583747927
RXN0-2145	1.6583747927
RXN1G-395	1.6583747927
D-ARGINASE-RXN	1.6572889870
GLYCOLALDREDUCT-RXN	1.6528925620
LACTALDREDUCT-RXN	1.6528925620
RXN-8641	1.6528925620
3.4.21.116-RXN	1.6506904867
BUTYRYL-COA-DEHYDROGENASE-RXN	1.6488502232
PROPCOASYN-RXN	1.6488502232
RXN-13449	1.6488502232
1.2.4.4-RXN	1.6474464580
KETOISOCAPROATE-RXN	1.6474464580
METHYLVALERATE-RXN	1.6474464580
1.13.11.16-RXN	1.6422912182
RXN-12073	1.6422912182
2.4.1.211-RXN	1.6361477825
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	1.6331717469
RXN0-6998	1.6286644951
DSERDEAM-RXN	1.6280037071
2.1.1.133-RXN	1.6233766234
2.3.1.135-RXN	1.6207455429
RXN-12563	1.6207455429
BIOTIN-CARBOXYL-RXN	1.6188612775
3.1.11.3-RXN	1.6181229773
PMPOXI-RXN	1.6129032258
PNPOXI-RXN	1.6129032258
RXN-11836	1.6105177480
RXN-19051	1.6069302436
3.8.1.8-RXN	1.6006502442
3.4.21.62-RXN	1.5996887092
CHORISMATE-SYNTHASE-RXN	1.5898251192
RXN-12268	1.5873015873
2.1.3.1-RXN	1.5788844294
RXN-19911	1.5698587127
RXN0-7013	1.5698587127
PHOSACETYLTRANS-RXN	1.5677257525
RXN-17954	1.5649452269
RXN-17957	1.5649452269
RXN0-6732	1.5649452269
R-2-METHYLMALATE-DEHYDRATASE-RXN	1.5600624025
RXN-14150	1.5455950541
LYSINE-23-AMINOMUTASE-RXN	1.5447907779
MHPELY-RXN	1.5435344519
GLY3KIN-RXN	1.5369789684
DTDPGLUCOSEPP-RXN	1.5367158794
RXN-11136	1.5292937926
RXN-12480	1.5243902439
DARABKIN-RXN	1.5198656395
FUCULOKIN-RXN	1.5198656395
2.1.1.131-RXN	1.5197568389
SPERMINE-SYNTHASE-RXN	1.5082956259
RXN-14692	1.5060240964
TRANS-RXN-214	1.5037593985
RXN-10035	1.5035972279
RXN-11290	1.4992503748
RXN-14461	1.4970059880
RXN-12093	1.4925373134
3.4.24.56-RXN	1.4880952381
RXN-11891	1.4866363126
RXN-11892	1.4866363126
RXN-15215	1.4866363126
MANNURONATE-REDUCTASE-RXN	1.4814814815
ADENPHOSPHOR-RXN	1.4771048744
DEOXYADENPHOSPHOR-RXN	1.4771048744
DEOXYGUANPHOSPHOR-RXN	1.4771048744
DEOXYINOPHOSPHOR-RXN	1.4771048744
INOPHOSPHOR-RXN	1.4771048744
PNP-RXN	1.4771048744
RXN-11715	1.4771048744
RXN-11743	1.4771048744
RXN-14029	1.4771048744
RXN-7001	1.4771048744
XANTHOSINEPHOSPHORY-RXN	1.4771048744
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	1.4749262537
RXN0-6565	1.4749262537
RXN-8668	1.4577259475
RXN-14014	1.4534883721
EXOPOLYPHOSPHATASE-RXN	1.4492753623
NADPYROPHOSPHAT-RXN	1.4492753623
RXN0-4401	1.4492753623
RXN-12687	1.4430014430
RXN-12688	1.4430014430
RXN-17387	1.4430014430
RXN-17395	1.4430014430
RXN-17414	1.4430014430
RXN-17415	1.4430014430
LXULRU5P-RXN	1.4409221902
3.2.2.24-RXN	1.4347202296
